Gene,fold_T_NM
TTLL10,1.012714602
C10orf25,1.016201827
ETV3,1.016042619
KLHL10,1.003672934
TM2D3,1.018143851
ZNF485,0.948829478
WDR17,0.949483645
MFSD6L,0.979928351
CDH23,1.005965078
ANKAR,1.039368535
MEGF11,1.01615505
GPR182,1.004180007
ESX1,0.990442348
FAM167A-AS1,0.966878939
SCGB1C1,0.987490688
DNAJC5G,1.0158355
WDR88,1.016315567
PRUNE2,1.04481207
MBD3L2B,0.998700638
ADAMTSL1,1.018258735
MBD3L1,0.997184179
TENT5D,1.008195216
SERPINB11,1.025786154
LINC00161,0.999557975
DSCR10,0.985838748
ABHD11,1.02334317
ACAP2,1.021414974
GAMT,0.980129882
PLCD3,1.015678442
IRF6,1.004854007
PTPRC,1.014881167
MAN1A2,0.992518828
RAPH1,1.059686705
SMCR8,1.010050798
LACTB,0.992105071
BNC1,1.033715566
MPP4,0.999478247
AFG1L,1.01991721
IDI2,1.015249784
CYP11B1,0.988537916
TAF8,1.010838824
COBL,1.016311469
SLAMF6,1.0183117
ZSCAN20,1.011494414
GPBAR1,1.00576068
RHBDL2,1.040023197
FRAS1,0.983253816
BRSK1,0.973399366
CRB2,1.003883507
KCNE4,1.038181633
CD300LG,1.026070686
SLC34A3,0.997074783
CPA6,1.047497819
WBP2NL,1.035247266
HIPK1,1.014218061
MTBP,0.991554382
ACVR1C,1.07049352
TMEM74,1.004291985
TIGD4,1.00400458
ART5,1.021643009
FAM71C,1.016415624
LINC01547,1.010068844
NLRP11,1.015483921
ATP6V1C2,1.000211814
CLDN19,1.012543193
VTI1A,1.026504832
KIF6,1.011799238
IQCD,1.004560964
TAGAP,0.996407606
STON2,1.010923027
SERPINA12,1.008235381
LETM2,1.02823339
BSND,1.008204627
CLEC4C,0.99288538
NLRC4,0.987096307
PRSS36,1.005672203
ZDHHC15,0.97634075
RAI1,1.011183654
CDK15,1.026974617
ZNF570,1.00641526
NUDT9P1,1.030669773
BTBD16,1.029071375
RTP3,1.003884577
TSPEAR,0.999418666
MIPOL1,0.982142879
C6orf141,1.01966225
ALMS1,1.014831816
MYO3B,1.014475666
ADAM21,1.001836469
TRIML2,0.985953854
ABCC13,1.010775983
IL12RB1,1.003015439
GTF2A1L,1.035238327
SPATA22,1.005228564
CNBD1,1.023021943
ABCC12,0.99924981
MMP21,0.984502717
TMEM190,1.003124512
GAS2L2,1.003192741
KCNG4,1.021294073
PXT1,1.007272395
CACNG5,1.008194292
LINC00308,0.988524923
FAM223B,1.025358028
WFDC11,1.024008858
IFNL3,1.010907089
JAK1,1.009807184
CDC42SE2,0.97953204
ACACB,1.037274269
COP1,1.006558576
STX6,1.010895249
ANLN,1.087498219
SPRR4,1.018797824
POLR2J4,1.023844076
HSH2D,1.027943109
TRNT1,1.012430641
TMEM163,0.963852047
ARHGAP5,1.010855114
HERPUD2,1.007602004
JMJD6,1.012367389
SRCAP,1.008114886
MAP3K6,1.022048063
ZNF101,1.01301744
PTPN11,1.015759191
KLHDC7B,1.007534136
ATAD3B,1.002185761
ZNF626,1.000362784
PHC3,1.011654368
IL11RA,1.02747845
TNFRSF10A,1.02926891
RFFL,1.010182678
HPS4,1.014568662
UHMK1,1.034913704
TXNDC2,1.006654128
NAV3,0.984698164
C5orf22,0.989089972
PCDHGB7,1.027834175
ERC1,1.01297257
FLCN,1.002875632
JMJD1C-AS1,1.001870579
LRRC7,1.005948252
SH2D3C,0.984025207
PPP1R3B,1.032057468
SLC9A7,0.97795839
IGSF3,1.021929962
RFX6,0.967384997
DIRC1,1.009402291
DNAJB7,1.021129158
UCN3,1.004721342
DIP2A,1.012753804
USP28,0.988967505
KNL1,1.033184964
SENP8,0.983345194
GRHL1,1.0315375
CNBD2,1.002499837
CASKIN1,1.005480484
CACNA2D4,1.004639417
ARL11,1.002732644
SLC2A13,1.049340637
NIPA1,1.005641001
TUBA3FP,0.977802812
CARD16,1.019332016
CASP1,1.010709891
DUSP19,1.01253243
CYB5D1,0.992753033
NMNAT2,1.000316716
SLC4A1,1.015004446
CREG2,1.034205774
RXFP1,0.991145357
SPEF2,1.002062111
CEP170,1.011152182
DTD1,0.991368315
CASC4,1.007297107
FGF1,1.01097676
ARPP21,1.008115312
RHOXF1,0.996167513
ADAMTS17,1.004576086
SNHG7,1.002365809
DHH,1.003187021
ABRA,1.034191431
KLHDC1,0.975528823
RICTOR,1.008695
NETO1,1.002922584
WWP2,1.014678069
ST7L,1.007967701
C2orf15,1.040941643
KCNH8,1.003003158
MCF2L,1.010786267
SLCO6A1,1.010680648
PP2D1,0.992918437
KLC3,1.001646508
CIB3,1.008960963
CADM2,0.988250208
C9orf66,0.989327233
HDAC9,0.999640294
SLC16A11,0.996924897
TMEM67,1.019662491
HS6ST2,0.968033519
CAMKK1,0.997729162
ZNF625,1.025410048
ZNF563,1.013262857
CLEC4D,0.9770275
SLC25A27,1.003594328
GPRC6A,1.003587211
RAET1E,0.997744149
SLC44A5,1.016309915
ZNF417,0.976254782
ZNF781,0.991838537
HELB,1.011182768
SEC62,0.998538944
TRDN,1.013470102
SOCS4,0.999211991
C8orf31,1.013741611
ZNF547,1.003101906
SIM1,0.937635578
PROM2,1.024175904
TLR4,1.005345747
TSNARE1,1.007404462
CAPN13,1.000236454
STMN1,0.992942489
TIRAP,0.996125438
SIGLEC10,0.991867711
RFX4,1.009275263
WFIKKN1,1.006325434
SENP1,1.013752998
KLF14,1.002775061
NXNL2,1.023121189
BRS3,0.99721739
TMX3,1.009558589
ZNF396,1.011359894
SLC26A7,0.973553099
SNX18,1.01037908
FBXO39,1.005842853
B3GNT6,1.023726945
DENND1B,0.9936126
ZNF619,0.989011975
FAM71D,1.014513941
BCL2L14,1.018509439
HS6ST3,0.986815024
SLC26A1,1.004904635
CLDN15,1.042835372
RAB42,1.015617176
PTCHD1,0.995201473
M1AP,1.018568444
ZSCAN4,1.004897098
VWA5B1,1.015552848
LINC00311,0.999770018
HTR6,1.003912528
MAGEB6,1.009771681
ELOA3B,0.989498489
RUSC1-AS1,1.014095299
CACNG6,1.007121332
LMNTD1,0.992224004
CIRBP-AS1,1.007971237
AXDND1,1.036430094
ASMTL-AS1,0.990083137
CD200R1,1.009363141
LINC00334,1.010808622
ATOH7,1.033660055
SEC16B,1.022368588
AMER1,0.974791193
NKX6-3,1.001074471
TBATA,1.027023819
EXOC3L2,1.013205803
CABP4,0.997755293
TNFRSF13C,1.011647796
CAMK2N2,0.989408845
KCNG3,1.006624116
FOXP2,1.002077595
B4GALNT2,1.009095787
FMR1NB,1.029409537
GCSAML,1.062050046
SIGLEC11,0.996862801
IL23R,1.013708365
MAGEB18,0.987093557
CD276,1.003888397
IFNL2,1.030377527
IFNL1,1.006336655
FIGNL1,1.006328637
RIMS1,0.999392761
PITPNM2,1.024322749
PCDH10,0.998680862
TAB3,0.995185043
GRK7,1.016729955
MMEL1,1.026433306
PDE8A,0.994706478
NLRP6,1.00855801
AKNAD1,0.978675576
RTL3,0.997094322
ATRIP,1.007305367
ZIC5,1.009550436
ANGPT1,1.025309733
TEDDM1,0.988723556
GABRG1,0.983899739
PANX2,1.007104529
ZNF114,0.994721181
CCDC27,1.010209375
CFAP161,0.991742336
RBMY2FP,1.021186211
NEUROD2,1.007480047
C5orf17,0.994076625
LINC00208,1.01744156
DNAH6,1.007860074
LRRC15,1.038060503
CFAP46,0.991499628
B3GNT7,1.03045357
CBLL2,1.000036359
ZMYM6,1.008608829
SGCZ,1.024626078
LINC02551,1.032526745
WNT9B,1.018299858
CNPY3,0.976499706
SCAMP1,1.013749317
LINC00471,0.988854092
HAS3,1.011653745
FGF4,0.995807273
SLC30A8,0.950297661
C11orf65,0.965854624
FAM71E2,0.993901407
OR5P2,1.002888651
DYDC1,0.991507641
IL27,1.008131456
IQCF1,1.005562281
DEFB125,1.003834132
WFDC10B,0.993194372
DEFB105B,1.002942434
PKHD1,0.975943452
PKD1L1,1.038401513
ADGRG4,1.027464353
TENM1,1.004940908
REXO1L1P,1.021353259
TAF1L,1.045924648
CNTNAP5,1.014598159
RECQL4,1.00600666
ADGRF3,0.987052748
TMC2,1.010895305
SMCR5,1.022334291
BICD2,1.037480329
ZIM3,0.979102402
NOX5,0.989164382
DAOA-AS1,1.00400528
KLHL4,1.001370516
GPR156,0.994110901
SUOX,1.006272658
ADGRF4,1.03111048
IL31RA,1.004573904
SYTL5,1.026155979
SDCCAG8,1.002000053
ADGRF2,1.009898261
SYN2,1.00727272
ASB10,1.005413741
NFKBID,1.005756744
CD300LF,1.005162875
GJA10,1.006495771
WNT9A,0.99950986
GAL3ST2,1.010578802
PIP4K2B,1.010903206
ODF3,1.015666592
WFDC13,1.014166616
CCDC197,1.011957025
SLFN5,1.015251175
SERPINB12,1.002213951
GIPC3,1.006038065
PGLYRP3,0.998461915
PSKH2,1.016458016
OR6W1P,0.997010636
MOGAT1,1.046746697
GPR78,0.987481662
H1FOO,1.02044086
TAAR9,1.018404549
GNRHR2P1,0.985640153
MYOZ3,1.011343488
BNIPL,0.982440302
ASB11,1.024668504
OFCC1,1.013339908
SDR9C7,1.004956467
OR5P3,1.002637713
TRIM40,1.04554188
CSN1S2AP,1.031172432
WFDC12,1.005736381
CRYGN,1.010209189
STARD6,1.008440081
C11orf40,0.997659638
C18orf12,1.030734246
BCL2L11,1.010191627
DEFB119,1.017185818
TAC4,1.008002278
TIGD1,1.031586997
ALKBH5,1.009203578
CCDC69,1.038023545
NFX1,1.00913833
DSG2,1.019634051
C5orf24,1.033450129
DDX46,1.008633646
KBTBD6,0.973115092
CDK8,1.015561411
PTK6,1.074521266
NKD1,1.017172978
STK38,1.038134958
THEM4,1.016624827
CLSPN,1.007664369
RBAK,0.994751878
WDR62,1.006442488
SLC39A12,0.982114907
RNF168,1.020276059
SVEP1,1.011623315
GATA4,1.000658721
TC2N,0.935443821
C9orf72,0.984971271
KCTD18,0.993766508
KLF11,0.975832807
ANKLE1,1.013391871
PLXNA3,1.010571747
PELO,1.039172564
LACC1,1.014818858
TEX55,1.014766356
RANBP3L,1.037124808
SNX13,0.999419169
KDM1B,0.963005236
ATP6V0D2,1.015644971
LHX4,1.0117848
CEP19,1.001908466
DNAH11,1.007307371
PROSER3,1.010902424
ADPRHL1,1.026788185
SYNRG,1.006997323
SEPSECS,0.996349409
GRIK5,1.009649881
LRRN4,1.006620099
ZNF777,1.004453091
JPH2,1.018931609
PDE5A,1.009875244
SH2D1B,1.005476302
SSTR3,1.01093716
ADAMTS19,1.01030551
DDX31,1.013985369
UMODL1,1.014196816
PARD3B,1.016167588
DST,1.021916516
ZNF441,0.988836793
NEGR1,1.067129572
FCRL3,1.009287945
DCAF4L2,1.006870624
STOX1,1.012907654
MIR1-1HG-AS1,1.021688285
ARL10,1.018419436
RNFT2,1.007686007
ANKFN1,1.003062273
KRT78,0.995607065
CCDC7,1.031053076
ZNF41,1.004724771
ZNF512,0.998285977
AMMECR1,1.016987926
FAM117B,0.98515185
ZNF583,0.998372213
OXER1,0.998714062
LUZP1,1.028435509
ZNF75D,1.003633419
LINC00052,1.034881393
BRWD1,1.002039677
CCDC89,0.954408151
ZNF572,0.992767381
RMDN2,0.992115436
ADAMTS18,1.052961312
PCDHAC1,1.003402266
HIPK4,1.004861273
FAM124A,1.023394053
NKAIN3,1.025782983
ITIH5,1.039403433
FANCB,1.016206367
POMK,1.014418011
ZNF709,0.992145238
CCDC57,1.011442448
SMC1B,1.006457582
BRWD3,1.009145885
ASB16,1.012051213
MAGEE2,1.012856005
ERVV-1,1.041073845
GAL3ST3,1.005183885
C2CD6,1.003050943
UTS2R,0.9985282
USH1G,0.994904636
SYN1,1.013688877
SLC23A3,1.007885863
CNOT6L,0.991403932
CNOT6LP1,1.00531986
RHBDL3,1.00909943
ZNF718,0.99277566
DIP2B,1.002668287
SLC36A1,1.023536853
SNRNP48,1.02935108
ZNF560,0.986835936
RTTN,1.007203217
BTNL9,1.015560531
PUS10,0.993917272
PLCXD2,1.006829728
UMODL1-AS1,1.041737055
LMLN,1.015150987
RAD9B,0.968528513
ZNF555,0.979395364
NYAP1,1.015548314
RSKR,1.017010989
MRGPRX3,0.995848179
ABCA13,0.96409775
ADGRG7,1.130623287
CSF3R,0.989579703
C17orf77,0.992507573
DGKH,1.066982115
TMEM182,1.004184453
LSM14B,1.010920719
CASP8,1.017027858
C20orf197,0.955905196
SLC5A3,1.050592766
KIF19,1.01659059
GPR82,1.019894012
RIBC1,1.012132171
OXGR1,0.98324819
CDC14C,0.962723154
SULT1C4,0.969080812
TEAD1,1.055187681
CATSPER2P1,1.016791165
POU5F2,0.99706553
RXFP2,1.007940342
BEND7,1.034492282
SLC18A2,1.023255478
SSMEM1,1.00942785
MAB21L3,1.005435327
BASP1-AS1,1.003995809
MIER3,0.989705567
SDE2,1.00718468
SLC35G6,0.99636831
UROC1,0.984407833
PCDH15,1.007931085
TNRC6A,0.999472328
KCNA6,0.98665533
ARID2,1.01443909
AMER3,1.013690879
OTUD7A,0.994696225
ERVW-1,0.988610606
FGF13,1.000942306
FBXL18,1.001519659
LINC01600,1.024749821
PNPLA1,1.009274512
DEPDC4,1.026287902
ANKRD23,1.011762742
COX6B2,1.004142635
FAM129C,0.988995315
EPHA10,1.012134887
WDR64,0.997329027
BTBD9,1.00864824
HEATR9,1.018065994
PARP15,0.992708704
ARHGAP42,1.037389353
LINC01101,1.011220049
ATM,1.01511197
ATG9B,1.005802161
CXorf58,1.012452094
EFCAB3,1.030522118
TFAP2B,1.017808091
CCDC13,1.009021132
LINC02210,1.016591089
MRGPRX1,0.992929314
HFE,1.002124991
CSMD1,1.008897523
MACF1,1.033972596
ADAMTS20,1.00555923
SALL3,0.998631864
AGBL4,0.988626399
LCAL1,0.99145009
SLC17A8,0.959235578
C11orf44,1.007717762
SATB2-AS1,1.005841142
RBFOX1,1.019390852
SLFN13,1.032242938
C12orf40,1.035609199
CFAP57,1.034948855
C5orf64,0.97600431
ADAMTS15,1.039331797
LY86-AS1,1.019058655
EDARADD,0.999739442
OTOA,0.989578253
CCDC171,1.005348293
C18orf15,1.00538813
MUC19,1.003604989
KLHDC7A,0.998471608
C11orf72,1.005298635
AQP4-AS1,0.996549702
CNTNAP4,1.048520678
FER1L6-AS1,1.01620213
C1orf127,1.012804857
CCDC162P,0.996952005
AGBL1,1.010408365
LINC00304,0.998854572
TERB1,1.030592827
MYO1H,1.01508941
ASB14,1.023610463
RPTN,1.001941801
FEZ1,1.023456753
LINC00269,0.99240643
VSTM4,1.003044225
CCDC150,1.00758839
STPG4,0.991560322
FAM9B,0.992958817
CES5A,1.010323099
CFAP47,1.015500407
DCAF8L2,1.010359453
HYDIN,1.002417382
DNAH17,0.99438377
SLC35G3,0.99918691
LINC01931,1.036793936
POTEB,1.012878183
KIRREL3-AS3,0.989089984
TMEM145,0.982421262
C15orf32,1.036260095
TSGA10IP,1.003769453
LINC00477,1.002901809
CCDC140,1.028871512
C17orf78,1.082904695
TEKT5,0.989903996
KSR2,0.99851958
PAX1,1.009973206
TDH,0.987915231
LINC00615,1.018634867
SERPINA9,1.015237185
FBXL21P,0.999852948
PALM2,1.006732178
MRGPRX4,1.026207492
A2ML1,1.012405935
CPO,0.970013202
GPR6,1.01753027
MDS2,1.011322037
CNOT9,1.005042563
GJD3,1.024807324
HOXC12,1.037139608
VNN3,1.002153006
COPS9,0.999808075
FERD3L,1.006546224
DEFT1P,1.01578126
LINC00314,1.020712074
DEFB104B,1.016970114
NLRP14,0.988922294
DGKB,0.995812223
NLRP13,1.008125218
NLRP8,0.996100575
NLRP9,1.010150171
TAF5,0.998427808
TAS1R2,1.00330385
ITGB1,1.027541196
PCSK6,0.998077566
ZNF341,1.002293858
JPH1,0.984506349
NLRP10,1.022374579
RANGAP1,1.010671148
KRT73,1.010886324
MT-CO1,1.026720249
KRT74,1.015172925
SLC29A2,1.011308256
LMX1A,1.009789686
CCDC125,1.008032357
GPR101,0.998200538
ILDR1,1.00133547
VN1R2,1.011606194
VN1R5,1.008250797
MT-ND1,1.013633178
TAAR8,1.030885017
TAS2R39,0.995813334
TAS2R38,0.999315229
TAS2R40,1.025130768
TAS2R41,0.992508631
TMEM171,1.029941771
VN1R4,1.019849086
TAS2R50,1.012639312
MACROD2,1.0304875
DDAH1,1.030490333
PIANP,1.014144428
MT-CO2,1.006732572
HIST1H1T,1.001059457
CYGB,1.01593417
EFNA2,1.049337257
IFNE,1.005371314
MT-ND6,1.04121134
SPAG11B,1.013054557
SREK1IP1,1.023836773
THRSP,1.035881346
DIPK2B,1.018507141
FBXL19-AS1,1.028980274
POLE4,1.016672029
MT-ATP6,1.006487069
PDZK1IP1,1.013262996
FAM27E3,0.998581936
TAL2,1.017783256
INSL3,1.016588048
SYCP3,1.073335836
TMIE,1.000703523
MUCL1,0.998012793
ATL2,1.014009281
LINC00189,0.994931575
KLHL35,1.017560213
ZNF354B,1.011898664
FOXC1,1.057525301
TRIM43B,1.000049171
TRIM42,1.019132534
FSIP1,0.986024938
FAM98B,1.03858954
EFCAB13,1.01190976
FAM71B,1.019942992
CABCOCO1,1.017439457
SLC9B1P4,1.010100173
WEE2-AS1,0.992032626
TCTEX1D1,1.030959897
TMCO5A,0.994086708
PPARGC1B,1.045510224
XKR6,1.017448934
TSGA13,0.999281888
C9orf163,0.995751841
SYNE3,1.013705182
CCDC141,0.955749464
HDX,1.000920182
CDYL2,1.018108889
C18orf54,0.994696441
SYT14,1.01697403
CDC20B,1.0106929
TECTB,1.011430371
VWA3A,1.026535198
LINC00896,0.998868849
HUS1B,0.993586847
NPB,1.023305468
CCDC34,1.007525481
LRCH3,1.03068411
INTS4,1.006666098
ENAH,1.009576243
STK35,1.023577037
LRRIQ3,0.99433261
KLC4,1.02926956
TIPRL,1.029289486
VKORC1L1,1.040451821
PRF1,0.988828877
FBXL14,1.00728527
PPIL6,0.997583476
SP1,1.005357825
C18orf25,1.003655293
METTL6,1.01775527
SGO1,1.015396409
B3GALNT2,1.004147484
CBR4,0.995820099
PIK3C2A,1.020995715
NLRX1,0.999758805
ZNF569,0.989046558
CCSAP,1.010574355
DUSP18,1.025387203
ZNF697,1.004196544
ZNF791,1.017329015
CHRM3,0.980879306
HTRA4,1.020880752
LINC00525,1.012375637
PRPF38A,1.006606691
FAM218A,0.992825754
RHEBL1,0.991416863
MCRIP2,1.00999349
KCTD7,1.015487602
ZNF548,1.017226306
AMER2,0.985135009
RNF152,1.013891634
ADGRG3,0.986582276
ZNF644,0.985023719
TBC1D32,0.986315962
B4GALNT3,1.011773229
LRRC43,0.987855484
CEP89,1.012412994
AK7,1.023354918
ZFC3H1,1.018120333
IRAK2,1.007160099
LINC00337,1.014469345
METTL21A,0.981471833
OTOGL,0.972147366
FAM76B,0.999418625
SPATA25,1.006916702
NXNL1,1.015243094
GLIS3-AS1,0.998730768
MCM9,0.972083254
PRR14L,1.012259911
AJUBA,1.010292052
KLHL32,0.941357105
DCBLD1,1.05541505
SLAMF9,1.00044564
GK5,1.022239846
UBE2U,1.089181257
METTL27,1.003524924
LINC00638,1.022094426
ZC3HAV1L,0.998694186
RASGEF1B,1.024183668
C11orf45,1.002069637
C21orf58,0.98689958
KIAA1109,1.016825398
STOML3,1.006211276
SILC1,0.996499817
FBXL13,1.021053544
FAM227B,1.004250348
DTD2,1.019550418
SOX3,1.005145994
SPATA32,1.005219196
C3orf49,1.025780357
NKX2-3,1.037188813
TMEM252,1.007067433
CIP2A,0.981862885
FAM222A-AS1,1.010535089
TLE6,1.000559596
TCEANC,0.984998818
RTP1,1.005363712
PRR35,1.012077064
NXPE1,1.010233536
CYP1B1-AS1,1.017972964
MAGEA2B,1.031591025
LINC00315,1.000183076
COL6A5,1.046501323
PGAM5,1.005110446
C4orf45,1.022496685
CCDC149,1.005986581
BEND2,0.998795216
C10orf67,1.009222803
SPERT,1.009206955
CCDC26,1.017533578
B3GALT5-AS1,1.030239492
SPIC,0.927125448
VPS13B,1.018177347
P2RY10,1.010745693
IGSF22,0.992560906
ZBTB3,1.010722762
DCST1,0.993883187
TCP11L2,1.020284293
WDFY4,1.002049323
GPR26,0.992641588
KIAA0825,1.004894485
SESN3,1.004551465
CSNK1G2-AS1,1.012648841
NATD1,0.995536906
KLHL34,1.026024035
ZSCAN10,0.992959737
SAMD3,1.029373458
C10orf91,1.028872632
RBM48,0.990392515
LINC00504,1.005805838
ZNF99,0.982767555
CFAP65,0.982086602
SIGLECL1,1.013373479
LDHAL6A,1.00309379
MRGPRX2,1.017442926
NTN5,1.010117784
KLF17,0.991189709
CCDC105,0.992977881
C11orf42,1.014040064
ZNF486,1.01818609
FGD2,0.997602546
EXD1,0.986513533
SLF2,0.999472317
NBPF4,1.002872765
ZNF663P,1.015891456
LINC00955,1.009628023
LINC01517,0.987542104
PIKFYVE,0.996497073
LINC00479,1.005499499
C9orf62,1.028383428
SHOC1,1.013414283
SLC22A24,1.001028177
FMO9P,0.998194506
C7orf33,1.022361849
ELMOD2,0.995558618
ACER1,1.012938278
OSTCP1,0.971209938
LINC00305,1.00437503
BFSP2-AS1,1.000234019
STK32A,1.009302221
LRRC28,1.011878219
MIA2,0.988054935
GPHB5,1.006357345
DCD,1.012045542
EXOSC6,1.013910748
ZDHHC19,0.999789613
ALG14,0.985074451
PPP1R21,1.011980344
TMEM237,1.028035954
B3GALT6,1.001940547
SNX21,1.024956849
RHOB,1.027220787
ADAT3,1.00580867
CEL,0.84636871
CBSL,0.961653612
SPINK6,0.993065675
C22orf39,1.009564098
DPCD,1.000602761
CYP39A1,0.963915954
BORCS8,1.002032739
ZNF121,1.046259603
RAB7B,1.008856073
DTYMK,1.01909093
RASEF,1.027763131
MAPKAPK5-AS1,1.009851528
BRICD5,1.012486861
VSIG10,1.015174553
NBR2,1.012763081
MED25,1.006277486
NT5E,1.100353884
ASPHD1,1.001797854
DMRTC1B,0.974668164
TRIM37,0.995691042
ARHGEF28,1.003650313
LLGL2,1.019253398
OSMR,1.02674206
RSPO2,1.038389373
USB1,1.002667207
SNRNP35,1.010741742
GPNMB,1.016135697
CEP57L1,0.996286747
BICD1,1.024067059
ZNF12,1.034904971
MYO10,1.010040193
SLC4A4,0.931382596
TTC37,1.005505486
ARSB,0.988427247
FRMD4A,1.015225141
ZBTB24,1.008487829
LARP1B,0.975748123
DGLUCY,1.014878739
TMEM239,1.013021065
ZNF670,0.991277044
MRAP,1.026286252
ZNF24,0.992082812
TXNDC9,1.021221676
SMPDL3B,1.000716109
CNOT1,0.998128037
SPTLC1,1.005531416
ASH1L-AS1,1.014556071
SETMAR,0.993409085
XG,1.026268336
C8orf76,1.028943762
MVB12B,0.998178301
C12orf66,0.986139852
EPHA8,1.006778516
DEUP1,0.985834413
SLFNL1,1.010121863
TMEM136,0.992751028
TMEM53,1.018155134
DNAJA3,1.009770639
GALNT18,1.032582275
NOL9,1.023609261
DDX51,1.005665357
TUBGCP3,1.010954962
SBDS,1.081503707
SNAPC5,1.008778128
ENTPD5,1.043617934
RBM33,1.0150871
MIR31HG,1.024953521
SPIN3,1.006467658
TMTC4,1.007118893
TMEM185A,1.002000588
NBEAL1,1.033083134
CARF,0.990861462
CDCP1,1.034930161
ULK2,0.99755898
SLC4A8,0.99664071
SSH2,1.002009647
C5orf58,1.007302639
PARP11,1.001800508
CCDC60,1.011014089
HSD17B12,1.003475329
NLGN4Y,0.994198429
MSRB3,1.060754392
ADIG,1.000438668
CCSER2,1.012853286
RUFY2,1.007456421
WDR78,1.005927968
SUGT1P3,0.954323158
MAATS1,0.983685585
SLC33A1,0.983208918
CLDND1,1.021882562
OGDH,1.000083349
PHF21A,1.021184201
GDAP2,1.006229213
MCPH1,0.999209715
WFDC8,0.986612337
ZMYND11,1.018399617
ZNF446,1.000898502
TWIST2,1.037677796
FAM53B,1.003560595
GOLGA7,1.009698409
SH3KBP1,1.029144068
MBLAC1,1.013183148
ZMYM3,1.006137306
CD300LB,1.008085115
C3orf33,0.987010984
DMAC2L,1.006281761
FAM126B,1.019180043
LYNX1-SLURP2,1.00149663
SNX32,1.013892542
TRIM73,0.998123111
C11orf53,1.004037278
PLEKHS1,0.98203525
TRMT44,1.016414022
MANEA,0.988521387
C5orf46,1.021063013
IZUMO1,0.981542678
SH3YL1,0.972304082
PTPRO,0.999877259
GRIK1-AS1,0.992316577
ICA1L,1.001274733
MEI1,1.002433978
ZCCHC13,1.007818222
KCNS2,1.01905943
ARHGEF10,1.013473752
VPS50,1.017074983
LINC01869,1.012478343
BAALC-AS2,0.995036274
CREBRF,0.99055979
C1QTNF9,1.021383538
KATNAL2,1.005695565
CTNNA3,1.027237387
ZADH2,0.990973767
ITGAL,1.001403666
COCH,0.976869628
ARL17B,1.00444382
C1orf210,1.012617399
ZNF638,1.021494821
CERS3,1.003270029
PCNX2,1.014289693
DNAJC5B,1.007992386
GPSM1,1.004232928
FRYL,1.026703393
KLHL29,1.042321079
CKAP2,0.996346055
MORN1,1.011080455
CENPL,1.0032066
ERAP2,1.021834435
SSH1,1.012038615
SART3,1.017502926
FANCM,1.016066534
TRMT2B,1.002823237
C9orf43,1.011385639
NOCT,1.014066081
HAVCR2,1.010793379
TRIM4,1.012688584
FAM160B1,1.03273295
HERC3,1.001538185
UHRF1BP1L,1.007724391
TTBK2,1.00912175
CYP19A1,1.006076309
WDR49,1.003732438
NPAS4,1.005565714
SVOPL,1.021771256
LHFPL3-AS1,1.006142876
HNMT,1.014594843
ITPKB,1.006084761
GABRA2,1.017004385
EIF4G3,1.044847361
SUPT6H,1.019215343
RNF170,1.00114835
TRMT61A,1.0022118
RPS6KA5,1.002675231
NFS1,1.010588457
