Gene,fold_T_NM
TRNT1,1.049170139
TMEM163,0.858559086
ARHGAP5,1.030713096
HERPUD2,1.014473893
JMJD6,0.98260099
SRCAP,1.046131892
MAP3K6,1.023551991
ZNF101,1.002188401
PTPN11,1.045210664
KLHDC7B,1.017220326
ATAD3B,1.04525444
ZNF626,1.022333792
PHC3,1.022511411
IL11RA,0.988984085
TNFRSF10A,0.930856325
RFFL,0.99958145
HPS4,0.931132856
UHMK1,1.011518562
TXNDC2,1.05594412
NAV3,1.0559519
C5orf22,1.046574141
PCDHGB7,1.130487557
ERC1,1.052939176
FLCN,1.030542231
JMJD1C-AS1,1.021179349
LRRC7,1.00796049
SH2D3C,1.049725269
PPP1R3B,0.990064683
SLC9A7,1.003717584
IGSF3,0.979563883
RFX6,0.953790556
DIRC1,1.061402191
DNAJB7,1.058693703
UCN3,1.053892399
DIP2A,1.001736275
USP28,1.053264715
KNL1,1.0599673
SENP8,0.995980457
GRHL1,1.007783687
CNBD2,1.03128453
CASKIN1,1.053921049
CACNA2D4,1.007047388
ARL11,1.111369741
SLC2A13,1.015163284
NIPA1,0.959519767
TUBA3FP,1.063472949
CARD16,1.018955476
CASP1,0.940825422
DUSP19,1.054817563
CYB5D1,0.968022114
NMNAT2,1.032317319
SLC4A1,1.053578652
CREG2,1.031195893
RXFP1,1.08605752
SPEF2,1.042118505
CEP170,1.040820396
DTD1,0.961449752
CASC4,1.022502791
FGF1,1.028089608
ARPP21,1.072603946
RHOXF1,1.030529259
ADAMTS17,1.049707295
SNHG7,1.062667971
DHH,1.058082798
ABRA,1.048826523
KLHDC1,1.0603743
RICTOR,1.042341787
NETO1,1.038113242
WWP2,0.986052052
ST7L,0.982052018
C2orf15,1.020681619
KCNH8,0.907879387
MCF2L,0.981563988
SLCO6A1,1.058934233
PP2D1,1.013091847
KLC3,1.043122256
CIB3,1.03227934
CADM2,1.076772096
C9orf66,0.932273191
HDAC9,1.028339029
SLC16A11,1.043583631
TMEM67,1.098711421
HS6ST2,1.066066266
CAMKK1,0.995316623
ZNF625,1.0457035
ZNF563,1.058432333
CLEC4D,1.004877031
SLC25A27,1.016455773
GPRC6A,1.061329769
RAET1E,1.063357555
SLC44A5,1.068591483
ZNF417,1.187107557
ZNF781,1.088113384
HELB,1.003557651
SEC62,0.961612799
TRDN,1.090594276
SOCS4,0.993535968
C8orf31,1.037136812
ZNF547,1.064092427
SIM1,1.016695945
PROM2,1.002116674
TLR4,1.063888318
TSNARE1,1.024892276
CAPN13,0.970508365
STMN1,1.035320838
TIRAP,1.042080819
SIGLEC10,0.944393538
RFX4,1.052374308
WFIKKN1,0.990844207
SENP1,0.989035855
KLF14,1.041841798
NXNL2,1.142690119
BRS3,1.043668606
TMX3,1.022160534
ZNF396,1.061433913
SLC26A7,1.121063253
SNX18,1.044440058
FBXO39,1.065859842
B3GNT6,1.028050481
DENND1B,1.019708387
ZNF619,0.98680107
FAM71D,1.043739927
BCL2L14,0.998714814
HS6ST3,1.045816658
SLC26A1,1.017113931
CLDN15,1.008787724
RAB42,1.014585677
PTCHD1,1.083026125
M1AP,1.061550237
ZSCAN4,1.051721139
VWA5B1,1.080237833
LINC00311,1.06721689
HTR6,1.061107702
MAGEB6,0.996784714
ELOA3B,1.031396596
RUSC1-AS1,0.995076363
CACNG6,1.064597053
LMNTD1,1.042417305
CIRBP-AS1,1.068809381
AXDND1,0.97605684
ASMTL-AS1,1.04936903
CD200R1,1.049563956
LINC00334,1.041289536
ATOH7,1.060468306
SEC16B,1.011181455
AMER1,1.051154101
NKX6-3,1.041591362
TBATA,1.048739294
EXOC3L2,1.037355598
CABP4,1.035489793
TNFRSF13C,1.007845688
CAMK2N2,1.024813055
KCNG3,1.033590757
FOXP2,1.020080181
B4GALNT2,1.031942328
FMR1NB,1.085464435
GCSAML,1.046787029
SIGLEC11,1.102643625
IL23R,1.061820889
MAGEB18,1.045632066
CD276,1.047784743
IFNL2,1.036231965
IFNL1,1.034826836
FIGNL1,0.996245063
RIMS1,1.043421757
PITPNM2,1.031616398
PCDH10,1.052235343
TAB3,1.008152342
GRK7,1.019036908
MMEL1,0.995059597
PDE8A,0.942107522
NLRP6,1.063720274
AKNAD1,1.062374295
RTL3,1.037368101
ATRIP,1.016437848
ZIC5,1.059026916
ANGPT1,1.07180404
TEDDM1,1.054346323
GABRG1,1.061443707
PANX2,1.056994533
ZNF114,1.140087093
CCDC27,1.03862824
CFAP161,1.120852704
RBMY2FP,1.054286394
NEUROD2,1.038108934
C5orf17,1.034920135
LINC00208,1.033495499
DNAH6,1.074083275
LRRC15,1.109594453
CFAP46,1.084155641
B3GNT7,1.032326878
CBLL2,1.048713288
ZMYM6,0.993336405
SGCZ,1.07506546
LINC02551,1.052789522
WNT9B,1.091817935
CNPY3,1.042516924
SCAMP1,1.027945393
LINC00471,1.057172923
HAS3,1.017479315
FGF4,1.069661672
SLC30A8,0.959607502
C11orf65,1.054897111
FAM71E2,1.026626687
OR5P2,1.062708591
DYDC1,1.138290641
IL27,1.058508985
IQCF1,1.073548032
DEFB125,1.00868437
WFDC10B,1.02123318
DEFB105B,1.034213458
PKHD1,0.860568515
PKD1L1,1.05163942
ADGRG4,1.083951689
TENM1,1.02224975
REXO1L1P,1.074738387
TAF1L,1.093030348
CNTNAP5,1.05188015
RECQL4,1.046179231
ADGRF3,1.036541554
TMC2,1.068495039
SMCR5,1.057821975
BICD2,1.005092664
ZIM3,1.088602431
NOX5,1.039686721
DAOA-AS1,1.039637345
KLHL4,1.049702712
GPR156,1.079417172
SUOX,1.006020649
ADGRF4,0.98699314
IL31RA,1.046048223
SYTL5,0.960282334
SDCCAG8,0.995456345
ADGRF2,1.065199969
SYN2,1.058604623
ASB10,1.042419769
NFKBID,1.029161312
CD300LF,0.983079152
GJA10,1.056487225
WNT9A,1.061749164
GAL3ST2,1.050485582
PIP4K2B,1.027550181
ODF3,1.047393185
WFDC13,1.069407289
CCDC197,1.085468119
SLFN5,1.006697929
SERPINB12,1.049698706
GIPC3,1.039027678
PGLYRP3,1.055718372
PSKH2,1.017996296
OR6W1P,1.04887136
MOGAT1,0.788020118
GPR78,1.058128694
H1FOO,1.055173979
TAAR9,1.010434255
GNRHR2P1,1.065314234
MYOZ3,1.047698247
BNIPL,1.061730717
ASB11,1.038597443
OFCC1,1.044934603
SDR9C7,1.124939483
OR5P3,1.029652848
TRIM40,1.02315655
CSN1S2AP,1.065640043
WFDC12,1.008924425
CRYGN,1.044353415
STARD6,1.075062709
C11orf40,1.077894218
C18orf12,1.054931319
BCL2L11,0.98795087
DEFB119,1.065910914
TAC4,1.031965606
TIGD1,1.010273627
ALKBH5,1.031833754
CCDC69,1.043233399
NFX1,0.988873172
DSG2,0.948507685
C5orf24,1.051594921
DDX46,0.966649515
KBTBD6,1.094002184
CDK8,1.011800561
PTK6,0.946510963
NKD1,1.007334968
STK38,0.974867975
THEM4,0.99691951
CLSPN,1.055648702
RBAK,1.017632952
WDR62,1.066041224
SLC39A12,1.075342181
RNF168,0.979909526
SVEP1,1.039124111
GATA4,1.075412188
TC2N,0.956481005
C9orf72,0.991860671
KCTD18,1.020019604
KLF11,0.993190931
ANKLE1,1.104281601
PLXNA3,1.058110817
PELO,0.974394327
LACC1,1.026744147
TEX55,1.042323382
RANBP3L,1.065230037
SNX13,1.016919577
KDM1B,1.048347828
ATP6V0D2,1.064634157
LHX4,1.038390997
CEP19,1.063805787
DNAH11,1.084353246
PROSER3,1.019095474
ADPRHL1,1.037626036
SYNRG,1.007165368
SEPSECS,0.936499836
GRIK5,1.041989314
LRRN4,1.101596394
ZNF777,1.080306805
JPH2,1.041567282
PDE5A,1.016370393
SH2D1B,1.027643791
SSTR3,1.031791599
ADAMTS19,1.058605382
DDX31,0.987953368
UMODL1,1.081509437
PARD3B,1.045842243
DST,0.963248983
ZNF441,1.087426118
NEGR1,1.039884668
FCRL3,1.008791819
DCAF4L2,1.06992448
STOX1,1.137524661
MIR1-1HG-AS1,1.014454445
ARL10,1.023890289
RNFT2,1.036301518
ANKFN1,1.035393039
KRT78,1.034919621
CCDC7,1.013434141
ZNF41,1.039453035
ZNF512,0.988396707
AMMECR1,0.973313068
FAM117B,0.975668217
ZNF583,1.048642102
OXER1,1.011474806
LUZP1,0.956355619
ZNF75D,0.992620396
LINC00052,1.065514372
BRWD1,1.025613231
CCDC89,1.12597838
ZNF572,1.027063354
RMDN2,1.037810229
ADAMTS18,1.055892661
PCDHAC1,1.043049259
HIPK4,1.057805494
FAM124A,1.039922374
NKAIN3,1.071677735
ITIH5,0.906001269
FANCB,1.052913355
POMK,1.012439485
ZNF709,1.053962346
CCDC57,1.034219518
SMC1B,1.070448108
BRWD3,1.007802406
ASB16,1.032942347
MAGEE2,1.093339991
ERVV-1,1.08127038
GAL3ST3,1.065283714
C2CD6,1.052301792
UTS2R,1.054772028
USH1G,1.042755809
SYN1,1.026095445
SLC23A3,0.992565133
CNOT6L,1.032086618
CNOT6LP1,1.082903441
RHBDL3,1.049335076
ZNF718,1.034094678
DIP2B,1.00775025
SLC36A1,1.020479179
SNRNP48,1.035515049
ZNF560,1.054749566
RTTN,0.989733007
BTNL9,1.07178101
PUS10,1.044620605
PLCXD2,1.043008369
UMODL1-AS1,1.077341142
LMLN,1.040259593
RAD9B,1.0832433
ZNF555,1.016547757
NYAP1,1.047908251
RSKR,1.061393298
MRGPRX3,1.023821919
ABCA13,1.028114254
ADGRG7,1.032245352
CSF3R,1.038637462
C17orf77,1.070478908
DGKH,1.001813253
TMEM182,1.038450519
LSM14B,1.027297371
CASP8,1.04026844
C20orf197,1.091757359
SLC5A3,1.088075833
KIF19,1.057190166
GPR82,1.068984869
RIBC1,1.031173165
OXGR1,1.12006935
CDC14C,1.035894079
SULT1C4,1.057357463
TEAD1,1.015028494
CATSPER2P1,0.931144159
POU5F2,1.04374645
RXFP2,0.999137067
BEND7,0.997570736
SLC18A2,1.022475806
SSMEM1,1.018847408
MAB21L3,1.06470225
BASP1-AS1,0.99660509
MIER3,1.06896596
SDE2,0.961914057
SLC35G6,1.023511337
UROC1,1.040451956
PCDH15,1.084793128
TNRC6A,0.971649814
KCNA6,1.045804067
ARID2,0.980250475
AMER3,1.041392919
OTUD7A,1.025638856
ERVW-1,1.018937165
FGF13,1.040685086
FBXL18,1.020883349
LINC01600,1.047424282
PNPLA1,1.078818665
DEPDC4,1.08813403
ANKRD23,1.009765743
COX6B2,1.062403924
FAM129C,1.027534738
EPHA10,1.019935606
WDR64,1.048246438
BTBD9,1.019828972
HEATR9,1.036506328
PARP15,1.030340148
ARHGAP42,1.035225371
LINC01101,1.039709492
ATM,1.020219609
ATG9B,1.053720242
CXorf58,1.070213501
EFCAB3,1.050156218
TFAP2B,1.057099299
CCDC13,1.041475687
LINC02210,1.032966911
MRGPRX1,1.019529895
HFE,1.035454588
CSMD1,1.051682256
MACF1,0.97617789
ADAMTS20,1.046778145
SALL3,1.061855084
AGBL4,1.057881709
LCAL1,1.102325281
SLC17A8,1.114416621
C11orf44,1.042364493
SATB2-AS1,1.035488372
RBFOX1,1.077954925
SLFN13,1.107688586
C12orf40,1.084273684
CFAP57,1.125328449
C5orf64,1.064923094
ADAMTS15,1.075368422
LY86-AS1,1.068824103
EDARADD,1.040365112
OTOA,1.04956555
CCDC171,1.060673497
C18orf15,1.083573359
MUC19,1.075555013
KLHDC7A,0.990625388
C11orf72,1.02725542
AQP4-AS1,1.045350253
CNTNAP4,1.080466059
FER1L6-AS1,1.021687271
C1orf127,1.046913483
CCDC162P,1.065869964
AGBL1,1.044612963
LINC00304,1.057271666
TERB1,1.040666352
MYO1H,1.034709866
ASB14,1.065775054
RPTN,1.065248548
FEZ1,1.017605559
LINC00269,1.086578589
VSTM4,1.083498239
CCDC150,1.074986024
STPG4,1.062081089
FAM9B,1.065634823
CES5A,1.070616055
CFAP47,1.076602716
DCAF8L2,1.053886615
HYDIN,1.078617098
DNAH17,1.060275737
SLC35G3,1.000410245
LINC01931,1.067317587
POTEB,1.07323568
KIRREL3-AS3,1.007921494
TMEM145,1.033974474
C15orf32,1.027777537
TSGA10IP,1.045237383
LINC00477,1.042114269
CCDC140,1.047761938
C17orf78,1.081068534
TEKT5,1.043059618
KSR2,1.042785679
PAX1,1.034545435
TDH,1.038583034
LINC00615,1.068731296
SERPINA9,1.037871735
FBXL21P,1.077615248
PALM2,1.047145722
MRGPRX4,1.047044014
A2ML1,1.066732391
CPO,1.023181748
GPR6,1.036138621
MDS2,1.047610541
CNOT9,1.001649268
GJD3,1.083907625
HOXC12,1.089568676
VNN3,1.016740455
COPS9,0.995215975
FERD3L,1.050809818
DEFT1P,1.052643007
LINC00314,1.048514231
DEFB104B,1.070439987
NLRP14,1.085814881
DGKB,1.018272636
NLRP13,1.049275877
NLRP8,1.077145649
NLRP9,1.029985427
TAF5,1.030018588
TAS1R2,1.052075502
ITGB1,0.947273474
PCSK6,1.008479436
ZNF341,1.04975772
JPH1,1.027645916
NLRP10,1.067629393
RANGAP1,1.051165881
KRT73,1.033927461
MT-CO1,1.012731535
KRT74,1.026396371
SLC29A2,1.048716934
LMX1A,1.039363952
CCDC125,0.982850301
GPR101,1.035761233
ILDR1,0.960790917
VN1R2,1.026871126
VN1R5,1.070776084
MT-ND1,1.030988925
TAAR8,1.090520653
TAS2R39,1.036182307
TAS2R38,1.035468631
TAS2R40,1.067689895
TAS2R41,1.067628742
TMEM171,1.036829239
VN1R4,1.030486502
TAS2R50,1.043191725
MACROD2,1.015267949
DDAH1,0.964089096
PIANP,1.030360577
MT-CO2,1.003912093
HIST1H1T,1.073677005
CYGB,1.069621748
EFNA2,1.014312229
IFNE,0.937993918
MT-ND6,0.977335711
SPAG11B,1.079089095
SREK1IP1,0.981662861
THRSP,1.065459221
DIPK2B,1.044158668
FBXL19-AS1,1.050692517
POLE4,0.983502658
MT-ATP6,1.017264237
PDZK1IP1,0.929671446
FAM27E3,1.023382095
TAL2,1.056444401
INSL3,1.035893565
SYCP3,1.081449745
TMIE,1.0454232
MUCL1,1.142000186
ATL2,1.042695794
LINC00189,1.062933886
KLHL35,1.042490774
ZNF354B,1.063124622
FOXC1,0.931832042
TRIM43B,1.04417026
TRIM42,1.017453677
FSIP1,1.093245552
FAM98B,1.040586987
EFCAB13,1.059381262
FAM71B,1.032555021
CABCOCO1,1.087551573
SLC9B1P4,1.049119
WEE2-AS1,1.00408556
TCTEX1D1,1.078186159
TMCO5A,1.042462631
PPARGC1B,1.073845315
XKR6,1.047892248
TSGA13,1.038134675
C9orf163,1.049937636
SYNE3,1.025218874
CCDC141,1.077504876
HDX,0.992336546
CDYL2,0.985154284
C18orf54,1.059757384
SYT14,1.071655201
CDC20B,1.102931405
TECTB,1.06038399
VWA3A,1.082690604
LINC00896,1.054459932
HUS1B,1.043283501
NPB,1.019955296
CCDC34,1.052406723
LRCH3,0.980409333
INTS4,1.01241971
ENAH,0.997462155
STK35,0.982563833
LRRIQ3,1.085327797
KLC4,0.98544985
TIPRL,1.036499226
VKORC1L1,1.021575018
PRF1,1.007327754
FBXL14,1.014160332
PPIL6,1.048963757
SP1,1.029015011
C18orf25,1.038881631
METTL6,1.031689525
SGO1,1.067490996
B3GALNT2,1.045158149
CBR4,1.004777115
PIK3C2A,1.068874366
NLRX1,1.016787323
ZNF569,1.057659158
CCSAP,1.044373086
DUSP18,0.996478949
ZNF697,1.005231278
ZNF791,0.964931874
CHRM3,0.970385218
HTRA4,0.996965861
LINC00525,1.02739682
PRPF38A,1.014300867
FAM218A,1.110542287
RHEBL1,1.053581635
MCRIP2,1.091344775
KCTD7,1.029119656
ZNF548,1.017596368
AMER2,1.076354965
RNF152,1.055282131
ADGRG3,1.04929166
ZNF644,1.06349918
TBC1D32,1.025897666
B4GALNT3,1.012781304
LRRC43,1.08060547
CEP89,1.056104446
AK7,1.043895267
ZFC3H1,1.000714706
IRAK2,0.94038158
LINC00337,1.066860533
METTL21A,1.060051487
OTOGL,1.057997632
FAM76B,1.021314305
SPATA25,1.048785579
NXNL1,1.081098569
GLIS3-AS1,1.078197063
MCM9,1.004730355
PRR14L,0.983067747
AJUBA,1.02793502
KLHL32,1.084372418
DCBLD1,0.935339661
SLAMF9,1.038970799
GK5,1.038879057
UBE2U,1.024500861
METTL27,1.047408847
LINC00638,1.046307756
ZC3HAV1L,1.127950103
RASGEF1B,1.025867691
C11orf45,0.984982647
C21orf58,1.096698487
KIAA1109,1.018797689
STOML3,1.104468926
SILC1,1.049565286
FBXL13,0.951636953
FAM227B,1.05745521
DTD2,1.030150721
SOX3,1.049194817
SPATA32,1.049591573
C3orf49,1.065850814
NKX2-3,1.022595423
TMEM252,1.041265486
CIP2A,1.025299037
FAM222A-AS1,1.039800126
TLE6,1.050716248
TCEANC,1.042816615
RTP1,1.073448441
PRR35,1.043320768
NXPE1,1.056788032
CYP1B1-AS1,1.028231579
MAGEA2B,1.057375164
LINC00315,1.043675895
COL6A5,1.069324509
PGAM5,1.017034483
C4orf45,1.023314095
CCDC149,1.005177526
BEND2,1.012510531
C10orf67,1.043169756
SPERT,1.043652006
CCDC26,1.089705439
B3GALT5-AS1,1.043298646
SPIC,1.013361595
VPS13B,1.034095363
P2RY10,1.022812454
IGSF22,0.9515197
ZBTB3,1.0130316
DCST1,1.048400754
TCP11L2,1.052339401
WDFY4,1.038405317
GPR26,1.061492191
KIAA0825,1.104856882
SESN3,1.052872496
CSNK1G2-AS1,1.057274045
NATD1,1.000808508
KLHL34,1.014287667
ZSCAN10,1.047034174
SAMD3,1.066474003
C10orf91,1.044783176
RBM48,1.075718488
LINC00504,0.998503603
ZNF99,1.10475997
CFAP65,1.067180075
SIGLECL1,1.072428304
LDHAL6A,1.02927823
MRGPRX2,1.043623341
NTN5,1.052938787
KLF17,1.049956685
CCDC105,1.064545566
C11orf42,1.049462582
ZNF486,1.066413009
FGD2,1.02462398
EXD1,1.110999538
SLF2,1.045343513
NBPF4,1.064123992
ZNF663P,1.050453568
LINC00955,1.074505974
LINC01517,1.112004786
PIKFYVE,1.011695571
LINC00479,0.928247825
C9orf62,1.028584259
SHOC1,1.052411049
SLC22A24,1.061122345
FMO9P,1.04588776
C7orf33,1.0223092
ELMOD2,0.98894257
ACER1,1.027700312
OSTCP1,1.046229056
LINC00305,1.046441257
BFSP2-AS1,1.049010455
STK32A,0.933010565
LRRC28,1.004158531
MIA2,1.009257289
GPHB5,1.050379275
DCD,1.05439898
EXOSC6,1.01652503
ZDHHC19,1.040974931
ALG14,0.974983978
PPP1R21,0.979969265
TMEM237,1.018624329
B3GALT6,0.952194723
SNX21,1.018197051
RHOB,0.925205559
ADAT3,1.063486435
CEL,1.076344653
CBSL,1.105144564
SPINK6,1.083021806
C22orf39,1.062858645
DPCD,0.991594674
CYP39A1,1.016021503
BORCS8,1.004975131
ZNF121,1.029131847
RAB7B,0.975249026
DTYMK,1.002234491
RASEF,0.918283816
MAPKAPK5-AS1,1.045259972
BRICD5,1.058643803
VSIG10,0.976783891
NBR2,1.023869153
MED25,1.038927993
NT5E,0.897367925
ASPHD1,1.000663634
DMRTC1B,1.017200186
TRIM37,0.988437577
ARHGEF28,0.97473507
LLGL2,1.042637302
OSMR,0.95539479
RSPO2,1.064954912
USB1,1.007556575
SNRNP35,0.958978806
GPNMB,1.042319005
CEP57L1,1.046755288
BICD1,1.045259669
ZNF12,1.010491815
MYO10,0.929795183
SLC4A4,0.934500903
TTC37,1.050546522
ARSB,1.066269369
FRMD4A,1.019750145
ZBTB24,0.972033918
LARP1B,0.975983352
DGLUCY,0.992868288
TMEM239,1.032121518
ZNF670,1.068212487
MRAP,1.04486145
ZNF24,1.012716006
TXNDC9,0.966970091
SMPDL3B,1.049741797
CNOT1,1.003640325
SPTLC1,1.006892546
ASH1L-AS1,1.022548384
SETMAR,1.022355237
XG,1.063952608
C8orf76,1.010472306
MVB12B,1.044547991
C12orf66,1.049767657
EPHA8,1.030367108
DEUP1,1.107509897
SLFNL1,1.045547793
TMEM136,0.996257836
TMEM53,0.963828211
DNAJA3,0.981054848
GALNT18,0.992318284
NOL9,0.98547053
DDX51,1.039056518
TUBGCP3,1.041514094
SBDS,0.945539208
SNAPC5,0.976467503
ENTPD5,0.988916046
RBM33,0.963559098
MIR31HG,0.973538071
SPIN3,1.0246874
TMTC4,1.026268029
TMEM185A,0.995165101
NBEAL1,1.036259865
CARF,1.045279349
CDCP1,0.939522667
ULK2,1.016295934
SLC4A8,1.04797559
SSH2,1.03344946
C5orf58,1.024204023
PARP11,1.038132946
CCDC60,1.039423033
HSD17B12,1.000804668
NLGN4Y,1.080684286
MSRB3,1.062012064
ADIG,1.032156076
CCSER2,1.002073809
RUFY2,1.042324506
WDR78,1.053160518
SUGT1P3,1.035595211
MAATS1,1.012168105
SLC33A1,1.004025268
CLDND1,1.022000021
OGDH,1.019508394
PHF21A,0.990533762
GDAP2,1.008148249
MCPH1,1.019010467
WFDC8,1.041557705
ZMYND11,1.011974011
ZNF446,1.013652396
TWIST2,1.04694979
FAM53B,1.061570117
GOLGA7,0.977865169
SH3KBP1,0.933838851
MBLAC1,1.02588605
ZMYM3,1.018209307
CD300LB,1.042352522
C3orf33,1.052159224
DMAC2L,1.023234876
FAM126B,1.059800985
LYNX1-SLURP2,1.056708441
SNX32,1.053283734
TRIM73,1.005501157
C11orf53,1.037557713
PLEKHS1,0.985592895
TRMT44,1.010649763
MANEA,1.031713857
C5orf46,1.06916482
IZUMO1,1.093574134
SH3YL1,0.998136103
PTPRO,1.028560871
GRIK1-AS1,1.047024015
ICA1L,1.024301806
MEI1,1.034887359
ZCCHC13,1.048360193
KCNS2,1.049708295
ARHGEF10,1.005056319
VPS50,1.001950589
LINC01869,1.046758665
BAALC-AS2,1.03269989
CREBRF,1.004941442
C1QTNF9,1.102510911
KATNAL2,1.058541895
CTNNA3,1.057415095
ZADH2,1.011879423
ITGAL,1.012147143
COCH,1.047575314
ARL17B,1.048415551
C1orf210,0.974389139
ZNF638,0.966236358
CERS3,1.02987379
PCNX2,0.975044511
DNAJC5B,1.037740087
GPSM1,1.056212632
FRYL,1.018993347
KLHL29,0.981079833
CKAP2,1.06876
MORN1,1.040988339
CENPL,1.040537133
ERAP2,1.043366858
SSH1,1.034861633
SART3,0.969142458
FANCM,1.06173081
TRMT2B,1.039747854
C9orf43,1.024669047
NOCT,1.023956214
HAVCR2,1.039130589
TRIM4,0.959677476
FAM160B1,0.9962649
HERC3,0.993475541
UHRF1BP1L,1.03778025
TTBK2,1.015057934
CYP19A1,1.071250031
WDR49,1.096858555
NPAS4,1.077393021
SVOPL,1.06791973
LHFPL3-AS1,1.05764956
HNMT,0.93471552
ITPKB,1.029271488
GABRA2,0.955106714
EIF4G3,0.967410766
SUPT6H,1.028152578
RNF170,0.996437432
TRMT61A,1.03713162
RPS6KA5,1.05247665
NFS1,1.005216823
