Gene,fold_T_NM
NIFK,1.016675724
RPS11,0.940214887
FAM153CP,0.90820187
CCDC144NL-AS1,1.022365732
MIR3655,1.004938956
CCDC77,1.091628315
C1DP5,1.155648838
RPS27AP1,1.090609868
CTSC,1.163847795
RPL34,0.818499233
CCT3,1.059380674
SUPT7L,0.965537614
PBX4,1.045660064
TRAPPC4,1.266189042
RPS10-NUDT3,0.939972601
SRP14,1.084897692
RPL34P33,0.781218657
RPL37P23,0.936254146
H3F3AP6,1.111094287
HNRNPA1P48,1.00307283
RPL12P4,0.962449482
FNTAP2,1.039665666
RCC2P8,1.143649214
NDUFA2,1.095500064
OTOA,0.997527305
SRSF9,1.104279587
RN7SL861P,0.938119694
HNRNPKP1,1.088984506
B3GALT5-AS1,0.917045902
IFT43,1.013533427
YY1P2,1.376320536
MYH9,1.303806412
CHMP7,0.969762721
TSPAN10,0.970540552
RNU6-30P,1.060097055
RPS3AP6,0.881376056
TFE3,1.090122695
TJAP1,1.070060045
RPL19P21,0.88886853
TMEM192,0.951582806
CAMTA2,1.000484028
CSKMT,0.934211133
PHTF2,0.974259566
HNRNPA1P54,0.925941813
RPS24P8,0.922331026
RPS10,0.893527546
CC2D1A,0.948235074
RPS11P5,0.953543587
RPL24P8,0.966821224
RPS7P8,0.943096181
RPL35P2,0.877373732
TACC2,1.104331809
RPL21P3,0.856363856
SEPT2P1,1.27227076
RPL30P13,0.996090835
MAP2K6,0.954701458
RPL12P50,0.964781102
HNRNPA1P16,1.089003227
FAU,1.058286723
TRBV6-8,0.921577628
MT-ND1,0.910289366
FAM87A,0.932913882
LINC01128,0.862873327
SAMD11,1.015706809
KLHL17,1.011694303
PLEKHN1,1.085395871
ISG15,1.198370235
AGRN,1.363209843
MIR200B,1.047820074
MIR200A,1.026461389
MIR429,1.042367136
TTLL10,1.013502117
B3GALT6,1.023147625
SCNN1D,0.995444533
PUSL1,1.045175326
CPTP,1.032007409
TAS1R3,1.01811526
VWA1,1.108000565
ATAD3C,1.062275389
ATAD3A,1.092803983
ATAD3B,1.070320318
MIB2,1.000075837
MMP23B,0.985490472
CALML6,1.05754451
GABRD,1.009468444
PRKCZ,1.097139038
SKI,1.177902449
RER1,1.204232705
PLCH2,1.029679697
PRXL2B,1.261022291
ACTRT2,1.037247971
PRDM16,0.970154466
ARHGEF16,1.163677641
TPRG1L,1.204376435
TP73,1.029672096
CCDC27,1.050751965
DFFB,1.055606971
AJAP1,0.922140754
KCNAB2,1.186977996
RNF207,1.133936751
LINC00337,1.021111042
HES3,0.980090343
ESPN,0.967487731
RNU6-731P,0.989320257
TAS1R1,1.024797326
ZBTB48,1.030527975
PHF13,1.09824106
THAP3,1.033029537
CAMTA1,1.099419081
RNU1-8P,1.016444681
VAMP3,1.305327069
PER3,0.899667459
SLC45A1,1.031552886
HMGN2P17,1.051338435
CA6,1.055823479
H6PD,1.154722282
SPSB1,1.140574015
TMEM201,0.988538976
PIK3CD,1.04232925
NMNAT1,1.017349096
RN7SKP269,1.021879972
RBP7,0.693172571
UBE4B,0.913100538
RNU6-828P,1.008452142
KIF1B,1.002657424
PGD,1.189108806
CENPS-CORT,0.966265215
PEX14,1.096720907
RN7SL614P,1.08568969
ANGPTL7,1.133519133
RNU6-291P,1.049686409
UBIAD1,1.013516637
DISP3,0.977841133
FBXO44,1.011835634
FBXO6,1.026533775
DRAXIN,1.008317684
AGTRAP,1.110147053
C1orf167,1.03953647
CLCN6,1.180708089
PLOD1,1.487675016
MFN2,1.159637311
MIIP,1.084717958
TNFRSF8,1.009828545
TNFRSF1B,1.122709805
VPS13D,1.061540168
AADACL4,0.994632914
AADACL3,1.008336183
C1orf158,0.970559162
PRAMEF12,1.030220186
PRAMEF13,1.028838432
PRAMEF2,0.998840176
PRAMEF33,1.00147817
PRAMEF27,1.00626297
PRAMEF17,1.024084628
PRAMEF20,1.081672158
PDPN,1.543336731
PRDM2,1.08171948
KAZN,1.028840524
TMEM51,0.971625581
FHAD1,1.17064794
EFHD2,1.152769391
CTRC,0.363832117
CELA2A,0.322475363
CELA2B,0.319893283
DNAJC16,1.08265768
CHCHD2P6,1.111855101
DDI2,1.202555323
PLEKHM2,1.080878663
SLC25A34,0.976212097
TMEM82,1.015922437
FBLIM1,1.192020539
SPEN,1.081989318
SRARP,0.983959738
CLCNKA,0.978368403
CLCNKB,1.000947916
SZRD1,1.241044729
NECAP2,1.367323548
MST1P2,0.935707313
CROCC,0.992133245
LINC01783,0.954627
PADI1,2.478552777
PADI3,1.085779542
PADI4,0.978731552
PADI6,1.062531734
ARHGEF10L,0.98237939
ACTL8,1.01450544
IGSF21,1.095724678
KLHDC7A,0.972382527
DYNLL1P3,1.033012405
PAX7,0.998744237
MRTO4,1.09414871
PQLC2,0.99442759
RN7SL277P,0.86890967
RNU4-28P,0.977268242
MICOS10,1.059364366
NBL1,1.39835579
HTR6,1.029749585
OTUD3,1.071759348
RN7SL304P,0.936198513
PLA2G5,1.050786076
PLA2G2F,1.035171011
UBXN10,1.405596059
VWA5B1,0.987727332
FAM43B,0.992915828
CDA,1.656678211
PINK1,1.017448471
PPP1R11P1,1.056432863
HS6ST1P1,1.03285097
NBPF3,1.131882241
ALPL,0.882166225
LDLRAD2,1.016296053
CELA3B,0.380463945
RN7SL386P,0.432240928
CELA3A,0.38452485
RN7SL186P,0.392996468
CDC42,1.129379157
ZBTB40,0.984368727
EPHA8,0.995043573
C1QA,1.190664037
C1QC,1.192083125
C1QB,1.216597063
EPHB2,1.164506343
KDM1A,1.186224758
RNU6-514P,0.979979696
RNU6-135P,0.995539665
ZNF436-AS1,1.024493125
MDS2,1.048504298
ELOA,1.003757599
PITHD1,1.066426383
LYPLA2,1.050043619
GRHL3,1.025214419
NIPAL3,1.042758266
RCAN3,0.949650839
NCMAP,0.7985139
SRRM1,1.110101243
CLIC4,1.438271722
RHD,1.046959141
TMEM50A,1.251319061
MACO1,1.020121293
LDLRAP1,0.913535728
MAN1C1,1.097864366
SELENON,1.018054047
MTFR1L,0.999001193
RNU6-110P,0.943092303
EXTL1,1.026350008
PDIK1L,0.958136827
FAM110D,0.980825306
ZNF593,1.001731967
CNKSR1,1.088456835
CATSPER4,1.031991297
CEP85,1.161513873
CD52,1.216244662
LIN28A,1.043348718
DHDDS,1.024829699
RPS6KA1,1.157731457
ARID1A,1.087527882
PIGV,1.055149625
RN7SL165P,0.994307422
ZDHHC18,1.096845224
SFN,2.229052902
NUDC,1.098857793
TRNP1,1.049828901
WDTC1,1.037828432
TMEM222,1.101266051
SYTL1,1.008374875
GPR3,1.001873121
RNU6-424P,0.960615267
FAM76A,1.093094091
STX12,1.06809807
PPP1R8,1.123540756
SCARNA1,1.105076716
THEMIS2,1.192962012
SMPDL3B,0.808323773
XKR8,1.004262816
ATP5IF1,0.996181158
SESN2,0.996949266
MED18,1.090470165
PHACTR4,1.088452383
RCC1,1.220367865
SNHG3,1.321884385
TRNAU1AP,1.176101895
RAB42,1.160232363
LINC01715,1.15646509
GMEB1,1.16453421
YTHDF2,1.102063052
OPRD1,0.996146924
EPB41,0.923396586
PTPRU,1.303931999
MATN1-AS1,1.049059312
RN7SKP91,1.009082816
ZCCHC17,1.174171401
SERINC2,1.646048173
TINAGL1,1.570885561
HCRTR1,1.027978122
TMEM39B,1.057711158
KPNA6,1.232100633
TXLNA,1.172395378
CCDC28B,1.030851855
IQCC,1.025053606
EIF3I,1.138692727
FAM167B,0.992846273
LCK,1.151781609
HDAC1,1.536778374
TSSK3,1.037329311
RN7SL122P,0.968949342
ZBTB8B,1.089124726
RBBP4,1.112823027
KIAA1522,1.065679301
S100PBP,1.216928997
HPCA,1.02599201
AZIN2,1.178791093
ZNF362,1.073536363
ZSCAN20,1.108822559
HMGB4,0.97527261
RNA5SP42,1.131348674
C1orf94,0.965652704
GJB5,1.237062527
GJB4,1.279884552
GJB3,1.218529452
GJA4,0.987735999
ZMYM1,1.228324511
ZMYM4,1.084692602
NCDN,1.094579833
TFAP2E,0.9827446
AGO4,1.171769559
AGO1,1.097821342
AGO3,1.032430502
ADPRHL2,1.097332766
MAP7D1,1.17929971
THRAP3,1.154251986
SH3D21,1.296746888
RNU6-636P,0.936150338
ZC3H12A,1.313799389
DNALI1,0.896326829
CDCA8,1.208097696
MANEAL,1.026282071
C1orf122,0.97082304
RNU6-584P,1.091399188
UTP11,1.111503277
RNU6-753P,1.02071744
RNU6-605P,0.988411219
AKIRIN1,1.094831298
NDUFS5,1.174496066
MACF1,1.321827687
BMP8A,1.246821521
PPIE,1.119632655
MFSD2A,1.313816914
CAP1,1.690278384
RLF,1.245754437
RNU6-1237P,1.086830299
TMCO2,0.987093455
ZMPSTE24,1.227848541
SMAP2,1.18952973
ZFP69B,1.057117361
ZFP69,1.074872912
EXO5,1.032328195
ZNF684,0.945485048
NFYC,1.055598075
MIR30E,0.912765937
MIR30C1,1.006129301
KCNQ4,1.04139427
RN7SL326P,0.99681024
CTPS1,1.21500945
GUCA2B,1.04391696
RIMKLA,0.962031799
PPCS,1.11864599
CCDC30,1.141003754
YBX1,1.086998413
C1orf50,1.101941714
ERMAP,1.007086739
ZNF691,1.01091284
RNU6-880P,1.149355218
FAM183A,1.014619452
CFAP57,0.976118664
RNA5SP46,1.070974471
TMEM125,0.88877843
TIE1,0.999784898
MPL,0.964469746
CDC20,1.334168133
SZT2,1.094641451
PTPRF,1.266719662
KDM4A,1.12606504
ST3GAL3,1.042815657
ARTN,1.023095064
IPO13,1.117030514
DPH2,1.038661645
B4GALT2,1.042192514
CCDC24,1.024738323
KLF17,1.000956423
DMAP1,1.028394429
RNU6-369P,0.989086064
RNF220,1.099955082
ARMH1,0.991036753
KIF2C,1.387858265
RPS8,1.104632205
SNORD55,1.080135396
PLK3,1.197968303
RNA5SP47,0.983600387
UROD,1.090496009
HPDL,1.046502724
TOE1,1.081203218
MMACHC,0.982657079
AKR1A1,1.116124605
NASP,1.130623188
TMEM69,1.06572643
MAST2,1.353060922
TSPAN1,5.055925642
LURAP1,1.115976509
RAD54L,1.227356761
UQCRH,1.172258479
NSUN4,1.134872115
FAAH,0.980214636
DMBX1,1.0431136
TEX38,1.051087793
CYP4B1,1.033544996
CYP4X1,1.156807348
CYP4Z1,1.001934967
CYP4A22,0.94243028
CMPK1,1.143425609
FOXE3,0.933488008
FOXD2,1.047569956
SLC5A9,0.86600119
RNU6-723P,0.934909739
RNU4-61P,1.028288712
ELAVL4,0.841857358
RNU6-1026P,0.951863146
CDKN2C,1.051512323
RNF11,1.086043479
RNU6-877P,0.990721666
OSBPL9,1.101542418
RN7SL290P,0.997679336
BTF3L4P2,1.157553247
ZFYVE9,0.922425439
RN7SL788P,1.000576434
PRPF38A,1.097777865
GPX7,1.103051586
SHISAL2A,1.005590461
RN7SL62P,1.025554995
ZYG11B,1.097411581
ZYG11A,1.029432987
SCP2,0.944304988
PODN,1.053234437
CPT2,0.950683065
DMRTB1,0.982745098
DIO1,1.02029638
LRRC42,1.182887865
TCEANC2,1.117929702
MRPL37,1.075224171
SSBP3-AS1,1.067062818
ACOT11,1.227179517
MROH7,1.10687796
TTC4,1.078188523
LEXM,1.018530062
TMEM61,0.985090826
BSND,1.03085083
PCSK9,1.019603675
RNU6-830P,0.937168814
PRKAA2,1.038362145
C8A,1.038291533
FGGY,0.953633931
HOOK1,0.700612271
NFIA,0.889610743
PATJ,1.142353566
RNU6-414P,1.040401267
RNU6-1177P,1.104121451
LAMTOR5P1,1.152966409
RN7SL180P,1.034926009
L1TD1,0.955257683
USP1,1.118158602
ANGPTL3,0.959627717
ATG4C,0.987352423
FOXD3,1.023227611
ALG6,1.046091483
EFCAB7,1.001763193
DLEU2L,1.032847819
PGM1,0.907660265
RN7SL130P,0.965315647
ROR1,0.936198798
UBE2U,0.876576669
CACHD1,0.808824928
RAVER2,0.887917312
AK4,1.483201349
DNAJC6,0.929779988
LEPR,1.154526229
PDE4B,1.196681618
SGIP1,1.863916949
TCTEX1D1,1.046355482
MIER1,1.24671383
IL23R,1.005563339
RNU6-586P,0.935632988
IL12RB2,0.83961079
RNU6-387P,0.95617215
RNU6-1031P,0.928529931
GADD45A,1.294755017
LRRC7,0.894754132
RN7SL538P,1.036861133
PIN1P1,1.031264085
SRSF11,1.054516602
HHLA3,1.012215237
CTH,0.608508047
FPGT,1.106599577
TNNI3K,1.005202426
TYW3,1.033424627
LHX8,0.967639741
RNU6-622P,0.935142129
ACADM,0.781321522
RABGGTB,1.040348223
MSH4,1.051287838
ST6GALNAC3,1.002928342
TPI1P1,1.629669782
RNU6-161P,0.978313135
ST6GALNAC5,1.155840418
AK5,1.191697385
RNA5SP20,0.982069649
RN7SL370P,1.035169966
MIGA1,1.097540612
NEXN,1.060819941
DNAJB4,0.909686408
GIPC2,0.623329902
PTGFR,0.965245573
IFI44L,2.386813637
IFI44,2.011148473
RN7SKP247,0.979212922
ADGRL2,1.066008269
PRKACB,1.150265092
SAMD13,1.085209804
DNASE2B,0.985722283
RPF1,1.125545991
SPATA1,0.957165775
WDR63,1.082956674
CCN1,0.927125473
CLCA2,0.814768762
CLCA1,0.610145426
CLCA4,1.192782053
CLCA3P,0.998344105
SH3GLB1,1.167516263
HS2ST1,1.269409582
LINC01140,1.035780012
LMO4,1.439711936
PKN2,1.184436126
RNU6-125P,1.16569182
GBP6,1.16436173
LRRC8B,0.933386876
LRRC8C,1.093600885
LRRC8D,1.021310861
ZNF326,1.032675846
SNORD3G,1.016079053
CDC7,1.245876892
HSP90B3P,1.086107236
BRDT,1.049917057
EPHX4,1.35916422
BTBD8,1.009474927
C1orf146,0.958148264
RPAP2,0.977145367
SNORA66,0.90199315
RPL5,1.116195639
RNU6-210P,0.912742067
RN7SKP123,0.998567799
MTF2,1.210416959
CCDC18,1.10249157
DR1,1.233471271
FNBP1L,1.118499527
RN7SL440P,1.010144322
GAPDHP46,1.049828338
ABCD3,0.948469129
SLC44A3,0.890358429
TMEM56-RWDD3,0.642039607
RWDD3,0.946329832
RNU1-130P,0.977540883
EEF1A1P11,0.943251737
RN7SL831P,1.051441407
PTBP2,1.149943906
SNX7,1.274680488
PLPPR4,1.049065742
PALMD,0.759909186
AGL,1.098369034
RNU6-750P,1.079801648
MFSD14A,1.127303958
TRMT13,1.005172277
RTCA,1.110857321
CDC14A,1.05898503
GPR88,1.020080365
VCAM1,1.115360827
SLC30A7,1.228861127
S1PR1,0.994865714
RNU6-352P,1.007490773
DNAJA1P5,1.046552332
RNPC3,0.957269766
AMY2B,0.457622583
PRMT6,0.989117727
NTNG1,0.956544614
NBPF4,1.038036089
FAM102B,1.169728781
PRPF38B,0.9773899
FNDC7,0.982717157
STXBP3,1.06788867
SPATA42,1.010845656
GPSM2,1.514292552
KIAA1324,0.361229374
SARS,1.015004278
CELSR2,0.998773482
SYPL2,0.920011384
ATXN7L2,0.987324529
CYB561D1,0.973858092
GPR61,0.9963635
GNAI3,1.153276376
GSTM4,0.907516392
GSTM2,0.868455117
GSTM1,0.916076047
GSTM5,0.974977506
CSF1,1.000340503
AHCYL1,0.94070849
STRIP1,1.136968033
UBL4B,0.98636611
SLC6A17,0.980453178
KCNC4,1.025237351
RBM15,1.197143994
PROK1,1.012488721
OR11I1P,1.028226826
CD53,1.229085608
RNA5SP54,0.970671376
CEPT1,1.117394307
CHI3L2,0.984364868
CHIAP2,1.042137423
CHIA,1.015100363
PIFO,0.928054735
ATP5PB,1.015757324
C1orf162,1.100435357
RAP1A,1.233696076
DDX20,1.031541211
CTTNBP2NL,1.512423824
WNT2B,1.030835294
CAPZA1,1.290099139
MOV10,1.213314302
TAFA3,1.017879271
NUTF2P4,1.057683903
AKR7A2P1,0.949825107
LRIG2,1.186965791
MAGI3,0.91661086
DCLRE1B,1.115229124
HIPK1,1.059651758
RNY1P13,0.979563067
SYCP1,0.961922541
TSHB,0.946610999
RN7SL420P,1.040181217
VANGL1,1.222190934
SLC22A15,1.300870741
MAB21L3,0.97624923
ATP1A1,0.88966666
C1orf137,1.012937358
CD2,1.095309779
PTGFRN,1.276670035
CD101,1.012935017
TTF2,1.186102685
MAN1A2,0.801304639
TENT5C,0.625991985
WDR3,1.112252026
HAO2,1.040981533
HSD3B2,0.974179257
HSD3BP2,1.064497677
HSD3BP1,1.003929508
HSD3B1,0.960629411
HSD3BP4,1.090509138
HSD3BP5,1.035592467
PHGDH,0.718933884
PFN1P9,1.083126379
FAM72B,1.345567413
HIST2H3DP1,1.077783424
HIST2H2BA,1.628833816
SRGAP2C,1.448598487
LINC00328-2P,1.025469545
NBPF8,1.134303769
RNU2-38P,0.914318827
SEC22B3,1.078311293
NBPF14,1.252515189
HJV,0.986553173
TXNIP,1.175055123
ANKRD34A,1.056241651
LIX1L,1.130010261
RBM8A,1.116073107
PEX11B,1.243747245
ITGA10,1.116023171
ANKRD35,1.078865916
PIAS3,1.538182837
RNF115,1.105941899
PDZK1P1,0.490960054
RNU1-151P,0.969383717
PDIA3P1,1.177544408
BCL9,1.122867938
RN7SL261P,1.025780451
GJA8,0.960595218
GPR89B,1.026802855
ABHD17A,1.009307148
RNA5SP536,1.038561747
RNU1-120P,0.979515716
RNVU1-3,1.129554449
PFN1P2,1.293608928
DRD5,0.987538376
LINC02591,1.163536064
FCGR1B,1.121230067
HIST2H2BD,1.173924956
HIST2H2AC,1.125420123
BOLA1,1.069292357
VPS45,1.215512094
PLEKHO1,1.129398046
RN7SL480P,0.918753802
RNU2-17P,1.020256977
CA14,1.009216772
C1orf54,1.299216952
CIART,1.046281964
MRPS21,1.179555074
PRPF3,1.201878251
RPRD2,1.098143143
TARS2,1.173367089
ECM1,1.746548797
ADAMTSL4,1.169869488
RNU6-1042P,0.960429092
CYCSP51,1.060652893
SETDB1,1.131658379
ANXA9,0.842340906
PRUNE1,1.078023577
BNIPL,0.954967968
MLLT11,1.269468833
GABPB2,1.146605672
TNFAIP8L2,1.015575629
SCNM1,1.29749844
PIP5K1A,1.253861004
PSMD4,1.238863637
ZNF687,1.06040073
PSMB4,1.22690084
CGN,1.514722909
TUFT1,1.662386537
SNX27,1.282292738
RNU6-1062P,1.107336658
RIIAD1,0.982035055
OAZ3,1.004432032
HMGN3P1,1.046950139
LCE5A,1.030197509
CRCT1,1.109904089
LCE3C,0.989187486
LCE3B,1.054281754
LCE2D,1.062089989
LCE2C,1.033303462
LCE2B,1.004416359
LCE2A,1.009243
LCE4A,1.048962322
C1orf68,0.983252719
KPRP,1.032019572
LCE1F,0.991953523
LCE1E,1.08288014
LCE1D,0.986562733
LCE1B,0.972375851
LCE1A,0.994175835
SMCP,1.024104311
IVL,1.020720661
SPRR4,1.005639106
SPRR1A,1.529223143
SPRR3,2.439835879
SPRR1B,1.782092728
LELP1,1.035764635
LOR,1.02954165
RNU6-160P,0.962767789
S100A9,0.995341607
S100A7A,0.94838719
S100A1,1.028740502
CHTOP,1.056246602
SNAPIN,1.133614843
NPR1,0.910198381
INTS3,1.186652148
SLC27A3,1.039175807
CREB3L4,1.038192524
UBAP2L,1.245943785
HAX1,1.009511623
RNU6-239P,0.921499608
RNU6-121P,0.976276158
AQP10,0.827994132
ATP8B2,1.128845917
IL6R,0.932684224
TDRD10,0.966600123
CHRNB2,1.033039402
CKS1B,1.221567803
FLAD1,1.068328423
ZBTB7B,1.085166226
DCST1,1.064231273
ADAM15,1.232269459
EFNA4,1.164711731
EFNA3,1.131032952
EFNA1,1.525700085
SLC50A1,1.25874407
HMGN2P18,1.100856881
TRIM46,1.002033862
MTX1,1.151443973
HCN3,1.076114312
FDPS,1.2636646
RUSC1,1.155929239
RNU6-1297P,0.946038049
POU5F1P4,1.017965524
MSTO1,1.139954735
DAP3,1.175839891
SYT11,1.288294661
RXFP4,1.041436245
LAMTOR2,1.108579514
RAB25,1.784156131
LMNA,1.044593451
SEMA4A,0.952315642
SLC25A44,1.016864747
PMF1,1.09718877
BGLAP,0.978550672
TMEM79,1.095945655
TSACC,1.006547923
RHBG,0.978377048
TTC24,1.01591669
NAXE,1.103933319
HAPLN2,0.998399134
BCAN,0.97251915
RRNAD1,1.065349854
PRCC,1.149852803
NTRK1,1.022961108
PEAR1,1.037877326
LRRC71,1.028084299
MRPS21P2,1.055145964
KIRREL1,1.295508465
CD1D,1.089269634
CD1A,1.26831348
CD1C,1.105703061
CD1E,1.011185122
OR10K1,0.985595413
OR10R2,1.004801228
OR10R3P,0.98054652
OR10Z1,0.979793012
OR6K6,1.026463938
MNDA,1.056647943
PYHIN1,1.082121534
IFI16,1.403519741
CADM3,1.026553437
RNA5SP60,1.181276661
ACKR1,0.941535688
FCER1A,0.973821304
OR10J1,1.061956608
APCS,1.120985192
OR10J6P,1.036646959
DUSP23,1.046154087
FCRL6,1.004632338
SLAMF8,1.23159183
KCNJ9,0.961006762
ATP1A2,0.971926319
ATP1A4,1.025260306
CASQ1,1.046852812
PEA15,1.325739432
SUMO1P3,1.246647548
NCSTN,1.169100033
NHLH1,0.992799289
VANGL2,1.047317053
SLAMF7,1.179832388
LY9,1.055872792
KLHDC9,0.950505034
NIT1,1.086831565
UFC1,1.059143243
USP21,1.154959914
PPOX,1.068843021
NDUFS2,1.203372766
FCER1G,1.243409886
TOMM40L,1.099711593
PCP4L1,1.011089652
SDHC,1.09104835
FCGR2A,1.443853147
HSPA6,1.109466133
FCGR2C,1.46013763
FCGR2B,1.345017029
FCRLA,1.051550693
FCRLB,1.008720242
RN7SL466P,0.998206367
DUSP12,1.147667835
ATF6,0.974735081
NOS1AP,1.0706309
UHMK1,1.510035106
UAP1,0.937792082
DDR2,1.293449039
HSD17B7P2,1.17021589
RGS4,0.96418702
NUF2,1.691389861
RNA5SP63,1.124668914
RNU5F-6P,0.98624114
PBX1,0.726779661
RNU6-171P,0.704510169
LRRC52,1.026696678
MGST3,1.305405126
UCK2,1.201363059
RNA5SP64,0.949735129
FMO8P,1.115932307
FMO9P,0.986102165
POGK,1.257309225
MAEL,1.09102286
DUSP27,1.018251329
POU2F1,1.161525174
RCSD1,1.064231793
MPZL1,1.388699381
DCAF6,1.11315943
TIPRL,1.188673924
SFT2D2,1.428949959
TBX19,1.132422394
XCL1,0.992619709
ATP1B1,1.335491698
BLZF1,1.435018705
C1orf112,1.237965695
RN7SL333P,1.021318549
GORAB,1.135709416
PRRX1,1.468928788
MROH9,1.097970206
FMO3,1.070500814
FMO6P,1.056608173
FMO2,1.002312185
FMO1,1.043806596
FMO4,1.031020958
PRRC2C,1.257828312
EEF1AKNMT,1.164084191
DNM3,1.054942093
RNU6-157P,0.972472799
C1orf105,0.978371596
SUCO,0.904443861
FASLG,1.039254361
PRDX6,1.069271489
KLHL20,1.201698277
RN7SKP160,0.94849059
DARS2,1.213205662
ZBTB37,1.063752786
GPR52,1.111937576
RABGAP1L,1.044416936
TNN,1.052002756
LINC01657,1.039390484
PAPPA2,0.85229626
BRINP2,1.023644158
RASAL2,1.587026211
TEX35,1.024604279
C1orf220,1.067610128
RNA5SP69,0.904309598
RALGPS2,1.29897509
FAM20B,1.190107991
TOR3A,1.129091997
EIF4A1P11,1.040705909
SOAT1,0.903648598
AXDND1,0.993982276
RNU5F-2P,0.975925327
TDRD5,1.101897828
FAM163A,0.997456193
TOR1AIP1,1.112901511
RN7SL230P,1.029310196
CEP350,1.152518473
QSOX1,1.521070227
LHX4,1.020477839
VDAC1P4,1.390872223
XPR1,1.010197491
KIAA1614,1.035974468
MR1,1.433990198
IER5,1.141009377
LINC01699,1.019816777
CACNA1E,1.04257404
RNA5SP70,1.039950989
RNU6-152P,1.007236106
EIF1P3,1.023351607
LINC00272,1.024301491
RGSL1,0.993907898
NPL,1.143388666
DHX9,1.228855346
LAMC1,1.258480579
LAMC2,5.325610381
SMG7,1.257996091
RGL1,0.913933528
TSEN15,1.116375182
RN7SL654P,0.977259472
C1orf21,0.979628946
RNF2,1.155674164
SWT1,0.856801183
HMCN1,1.493547552
PRG4,0.998799836
ODR4,0.980394626
OCLM,0.961791217
PLA2G4A,1.415926226
ERVMER61-1,1.036339101
RGS18,0.985443235
RGS21,1.037871752
RGS1,1.498958289
RGS13,0.972201322
RGS2,0.608283888
RO60,1.224807301
CDC73,1.208234617
CFH,1.297291115
CFHR3,1.094311849
CFHR1,1.182062006
CFHR4,1.057894172
CFHR2,1.045361639
CFHR5,0.969973005
CRB1,1.003886616
C1orf53,0.988686151
LHX9,1.005317748
NEK7,1.4914034
PTPRC,1.130862535
RNU6-778P,0.933039329
NR5A2,0.407133675
RNU6-570P,0.457150775
CCNQP1,1.037775837
CAMSAP2,1.327620301
RPL34P6,0.853086798
GPR25,0.959065086
INAVA,1.354428996
IGFN1,0.859097161
PKP1,1.129096794
RPS10P7,0.982584488
NAV1,1.255138777
RNU6-501P,1.081307415
IPO9,1.18477563
TIMM17A,1.253202208
RPL10P4,0.919267703
RNPEP,1.223767612
ELF3,1.52593445
