Gene,fold_T_NM
OR52N4,1.195480657
CSGALNACT2,0.973517133
COG4,0.978534108
TMEM116,0.978820598
TMEM179,0.93113336
MYD88,1.056781315
PLEKHA6,1.152332573
ACVR1C,1.024621523
FRG1,0.979131092
LRFN3,1.035022385
ELMOD3,1.161982804
SLFN14,1.430877398
OPN3,1.072433121
OAZ2,1.007687123
BEND6,1.045478621
HTN3,1.358370207
GTF3A,1.007132922
MRPS7,1.000861877
MREG,1.103036857
NIPAL3,0.984410301
CPVL,0.958257703
JAZF1,0.963159534
C2orf18,1.032550391
ERMAP,0.909752065
LRRC61,1.055410534
SYPL1,1.099893283
ERBB4,1.140182171
CACNA1E,1.216983454
GEMIN6,0.973884161
ABHD12B,1.13701326
GPX8,0.99026035
UBE2I,1.031306124
MAP9,0.799131327
PCDHA8,1.066605777
SCFD2,0.997900277
CASP6,0.869220162
LRPAP1,0.990164147
CHEK1,1.003109457
SFRS2B,0.967650102
SIGLEC6,1.092718179
THBD,1.137636863
CDC7,1.088362042
DCAF11,1.008555061
TMEM100,1.073037946
C4orf27,0.98341812
AOC2,1.159975287
FCN3,1.073849872
DYSF,1.071336619
STXBP5,0.907288415
CXCL12,1.080882987
RNF220,1.124326918
NME1,1.042922666
KIAA1191,0.957473136
PPIL5,1.004165882
ZNF414,1.015238534
HNRNPU,0.99993907
UMOD,1.17042362
GNAS,0.952842998
DOCK1,0.802605746
ORAI1,0.998687498
EPS15,1.05496908
C12orf36,1.117831144
PPP1R8,1.073000453
TECRL,1.104936146
RAB33B,0.989538922
GHDC,1.055726992
TNMD,1.14698141
KCNAB2,0.951134001
CDKN1C,1.03332417
TAC1,0.89014202
CST8,1.010495141
RFPL4B,1.132671583
ZNF655,0.955409293
EFNA1,0.883304913
PNKP,0.979462399
C6orf132,0.665120467
GNA13,0.96702221
HTR1F,0.805770119
ZP2,1.081370524
CLEC2D,1.01101621
USP17L2,0.971269042
ERGIC2,0.978265866
TFAM,0.981470159
MCART2,1.017539324
BBS9,0.939108592
MRAP,1.378202578
MID1,1.059057039
ZFP57,1.086238027
DPM2,0.985630308
MSLN,1.101907321
PPP2R2B,1.121766298
SC65,1.05930542
ROCK2,0.898902046
ARL6IP5,0.997314353
FZD10,1.043231448
ZBTB25,0.983087789
C9orf150,0.925444525
SLC38A10,1.020987053
TPRN,1.048646933
NNT,0.952785699
ACTRT2,1.073028001
FER1L6,0.945490398
HEXA,1.003613985
YIPF7,1.174500491
C2orf43,0.884577251
MGC70857,1.002789723
AP3M2,0.890316306
ARHGEF18,0.850563634
C11orf71,1.02015234
GART,1.050097034
TMEM150B,1.0066937
UBE2J2,1.000823272
MUC15,0.49495943
LCE1F,1.059980655
BRAF,0.943270472
CLCNKA,0.872794411
FBXO16,0.926993276
ATP5J2,0.97878901
ZNF322B,1.015678461
PARL,0.990175066
RAET1G,1.111960464
NDUFA1,0.991174673
TMEM147,1.00194975
TRIM16L,1.056143605
STAT3,1.008316288
ZNF777,0.998344549
ALOX15B,0.957257895
KCNJ1,1.060920424
ATM,1.160362288
SYCE1,0.975084033
C11orf70,1.004925578
STAG3L1,0.986467108
TRAPPC10,1.073601099
ANAPC5,0.928305482
AZU1,1.26078998
ATG9B,1.10217525
ZAP70,0.996713544
NECAB2,1.205786766
FBXO3,0.948430425
ZNF107,1.049161464
CNGA2,1.089020101
RPL17,0.951173559
SAAL1,0.974852211
ZNF467,0.985697936
RPL37A,1.001389282
SLIT2,1.058202362
MLLT10,0.995618214
RAG1AP1,0.955045505
C1orf128,0.99829709
SHF,1.068229049
TUBG1,0.989483701
C14orf143,0.972231311
PCBP2,0.99337216
NQO2,0.998015759
AGAP5,0.918644328
TCTN2,1.06786505
FOXN2,0.766758934
C1orf59,0.959365393
HRAS,1.01217793
PRKAR1A,0.985807004
PIK3C2G,0.80746547
ARFIP1,0.943818844
GAL,0.988588307
TRIP12,0.954008318
ACOX1,0.942734998
SERPINB11,1.037966574
TKTL1,1.179449568
C2orf15,0.823260621
AMMECR1,1.077797104
CHRNE,1.026029539
GTPBP8,0.941196688
TBX22,1.022200945
GIPC2,0.787733649
ROGDI,0.948655535
GPR15,1.010408774
SSPN,1.056608527
C9orf78,0.965799676
ASL,0.959589053
C6orf134,0.930412516
TBCK,1.063667501
EPHX3,1.129730358
CUL4B,1.207319347
CRK,0.963969059
ING3,0.951816646
NANP,1.006721587
GH2,1.143121764
ANKRD49,0.979818629
TM2D2,0.991790673
ZDHHC8,1.025098164
UCP3,0.959077617
SLITRK4,1.059326547
USP14,0.951154372
ABCA10,0.949975118
ANGEL1,1.091602629
NKIRAS2,0.915906928
DMRT2,1.195303627
ADAP2,0.869017795
OVOL2,0.753938356
YIF1A,1.017163489
RGNEF,0.995946935
CCDC56,0.973573614
PGD,0.982901422
TRIM11,1.023448875
ISG20,1.060381922
TULP3,0.963169706
MIER1,1.035389025
PLXDC1,1.017353849
UXS1,0.960808712
PC,1.156709305
FBXO38,0.961747602
ITLN2,1.089528169
C9orf142,1.037516564
PTBP1,1.119927026
NIN,1.057160812
HMSD,1.016381429
SESN2,0.988978356
CCNL1,1.004560099
KCNH1,1.134890879
SWAP70,0.994493757
MAP3K10,1.040411897
ARGLU1,0.987107326
DENND2D,1.008152402
CYP2C9,0.805082355
C10orf58,0.979396395
TUBB8,0.975358008
FOXJ1,0.979086011
MORF4L1,1.062470356
KIAA1522,0.88078238
SLCO2A1,1.156994544
SHH,1.39348376
DAD1,1.006297772
ELFN1,0.984410184
AP4M1,1.147189009
GTPBP3,1.148643944
FAM180A,1.056295177
NUDT22,0.977340377
PPP1R13B,0.73582007
MPV17,1.034860193
CAPN1,0.985053277
STAM2,1.03656626
LOC100130274,1.136087828
FBLN1,1.08791992
ARL13B,0.974602135
CCDC19,1.109520046
ZNF593,1.029524625
THAP3,0.952779132
CKLF,0.984142029
GRAMD2,0.918508234
HS3ST4,0.972457207
PCDHGA6,0.962645702
CCDC88A,1.042465129
CCT8,0.9769005
CTAGE5,0.887128459
RSRC2,0.919267174
DCUN1D5,1.010713532
FAM189A1,0.752426852
UBE2E1,1.020299107
C5orf25,0.985962634
AIMP1,0.997627385
TATDN3,0.984851612
TMOD1,0.849849673
ABCA8,1.081300816
ANKIB1,0.968102245
MEF2C,1.031919404
UBA2,0.998817854
DPRX,0.914896494
TPTE2,0.985257602
CDC6,0.988211951
SOS2,0.959937005
LNX1,0.969791116
WRNIP1,0.923302253
SLC5A9,1.149578436
CEBPD,1.013363272
CXCL6,0.666328631
CCDC12,1.01042944
TBC1D3,1.156042032
GNG12,0.92218285
RUFY2,0.85009832
GYPC,1.023192033
OCIAD1,0.953768991
UHRF1BP1L,1.049806124
CXorf26,0.995123548
POMGNT1,0.94929144
SMPD1,1.000282093
INTS5,1.031086758
FGFR1,1.04411005
STK25,1.021036164
DMRTC1B,1.001002159
SF3A2,0.967917148
CUL2,0.972550926
MRTO4,1.035104812
PSMG1,0.977261138
HCCS,0.917464682
FCGR3B,0.955779897
TXNL1,0.976634042
HAGHL,1.054404798
NAB2,0.992789166
MAGOH,1.021861856
PRTN3,1.045226603
RPL7,1.002298545
FERMT1,0.805000952
OXR1,1.025562282
GOLPH3,0.968658716
EVL,1.09489206
MAMDC4,1.023427175
C12orf5,0.903415923
ATP1B3,1.04171173
DERA,0.927533562
OSGEP,0.990495724
MTMR4,0.904027458
SRRM2,0.986941181
F5,0.833444988
MEF2A,0.953243467
CBL,1.10870095
EFCAB5,0.924572618
LEPRE1,1.006069116
RIMBP3B,1.049168985
ASGR1,1.067966288
ARAP1,1.278202507
IQCF5,1.143096137
C8orf84,0.871537127
HS6ST3,0.649518613
RABL5,0.946246246
SLC22A1,1.087659576
CYS1,0.824228239
ILVBL,0.837292757
MGC29506,1.011690612
FAM96B,1.005215348
HRH1,1.287445671
SAC3D1,1.033080658
EFNA3,1.051564427
LGALS12,1.176779626
RAPGEF1,1.094369352
C20orf195,1.103501818
TRIM59,1.035890608
MAN2B1,0.88804059
FGA,0.796078912
DPY19L3,1.014887037
DYNC2LI1,0.973631629
SMAD6,0.95428696
SNTG1,0.985926489
ANO1,0.960872892
C5orf32,0.948063799
TRAM1L1,0.896165608
COQ9,0.981694151
SEMA6C,1.030208238
MYOG,0.998315626
PHF7,1.071779427
RC3H2,1.005624493
TUBD1,0.956769967
CCNH,1.007525043
LGALS3,0.999457669
CHEK2,1.046121438
C6orf154,1.285992798
C10orf28,0.919463566
ZHX1,0.99046572
CXorf40B,1.216078785
TOMM70A,0.993872073
DTNB,0.927475033
SLC35A5,0.998502138
CIAO1,0.989094994
TMEM67,0.93580535
RABEP1,0.963271781
FBXO30,0.934220245
LIMS3,0.879443793
LGALS8,0.929704103
MDM2,0.923567648
DERL3,1.030804362
WNT4,0.772062653
CCDC102A,0.995472405
GCNT2,1.072654582
RENBP,0.999908276
PLA2G5,1.146330656
PDE4A,1.14368415
KIAA0748,1.026606743
PAK7,1.005064147
TCP11L1,1.092554547
THAP9,1.042389762
KLHL20,1.001070974
TSC22D4,0.962186149
FCGR2B,1.010228323
DEFB108B,0.967639982
DUSP8,1.002892076
AGGF1,0.955785085
C18orf1,1.004413477
TLR2,0.97333528
ZFP64,0.975411619
C10orf27,1.104135064
FCF1,0.918580839
HLTF,0.982810495
FAM32A,1.005791456
ODF3,1.087320368
IRF2BP2,0.913954217
TAX1BP1,0.95056766
APH1A,0.996990443
ST13,0.994246504
MTCH2,1.019892223
NPAS1,1.474915977
PRDM4,1.00592227
LRRC37B,0.94855664
SDF4,1.02322444
COL6A1,0.98729494
DCUN1D1,0.968936033
BCDIN3D,0.991996885
CISH,1.197219451
ADAM23,1.021095996
GABRA1,1.054527954
GALC,0.952560605
COMMD1,1.017705447
PUF60,0.985343974
AIF1,1.023192456
MMRN1,1.248048207
ADAMTS13,1.10574112
GNAI1,0.992999665
RNF20,0.984816529
DUS4L,0.919627418
C2orf74,0.985039489
KRTAP9-9,0.836799653
VRK3,1.042417794
GAGE10,1.043887936
GABRR3,1.246270724
MC4R,1.09884794
RNPEP,0.985015475
SLC7A9,1.016459876
ADSS,1.022027711
GAGE12J,1.073587788
PIK3C2A,0.851728469
SMTNL1,1.157643971
C10orf35,0.920383644
CCDC81,1.171110645
LAT2,0.959537406
ZNF678,1.325982247
CD28,1.446436136
ATG7,0.959962336
SLC4A4,0.681294167
RPL28,1.013584269
ATP11C,1.030468083
GPN2,1.052350378
TREX1,1.137107454
ZNF711,0.726632468
THEMIS,1.100086874
TMEM201,1.031849973
IL6R,1.135374027
TM2D3,1.013413131
AFF1,1.120966361
TMEM68,0.960091786
SLC1A1,0.780681105
SOX18,1.078074507
SLFN13,1.038740038
IMPACT,0.989855573
CACNA1A,1.156459617
CDC42SE2,0.928458384
WDR85,0.960845463
CCDC93,0.8865503
CST3,0.991058191
EIF3A,0.905661462
HVCN1,0.978655551
UNC93A,1.06151816
H2AFV,1.007001701
KREMEN2,1.027384922
KREMEN1,1.004657899
MAPK3,1.008509464
VILL,1.047394763
IPPK,1.029166269
ZNF559,0.929791611
DUSP5,1.01701266
RMI1,1.154749786
C17orf39,0.997515679
DDX24,0.980061172
DYM,0.895244084
OR10A2,0.90159634
C1orf111,1.080434166
C17orf55,0.958770345
SPIN2B,1.019563944
C5AR1,0.955403137
HIST1H2BM,1.072516741
RNPS1,0.977708116
HRASLS5,1.190985792
BGN,0.968445323
ACSL3,1.001839053
MBOAT4,1.105969954
CXorf23,0.872678664
ERLIN1,0.98451101
METTL14,0.953920454
C20orf7,0.969569621
STXBP4,0.9291178
CEACAM3,1.029326238
FAM110B,0.999347091
NIPBL,0.994153938
GOT1L1,1.031109473
SPRYD4,0.960240371
MGP,1.008530351
NUP160,0.965592213
RBP4,1.0700491
RCC2,1.003068491
MAGIX,1.06722223
C20orf103,0.912570464
RP9,0.951673926
MEGF11,1.18298183
GANC,0.906091282
SYDE2,0.997590171
NUDT16,1.098340961
FAM195A,0.971353116
ANKRD13A,0.883048994
FRG2B,1.102700081
MRPS22,0.982952153
SLC35A1,0.950163016
NKX2-5,1.190934463
PTGER3,1.17374012
ZNF821,0.902699088
MCOLN1,1.008604669
RAD51AP1,0.944994405
PADI1,1.344640099
ANKRD9,0.998824621
GRP,0.964396615
ZADH2,0.979001074
CEP170,0.998450145
MRRF,0.920784512
CHST13,1.048623418
PPP2R2C,1.189442147
MATK,1.135747512
HPGDS,0.954844314
CACNB3,1.01057211
ANKRD22,0.920672563
LRDD,1.022830179
RCAN1,1.091426406
SPHK1,1.010048161
ZNF410,0.944070571
RAB3D,0.845293749
AKAP4,1.002866219
MGLL,1.054021465
S1PR5,1.045308646
TAS2R5,0.89842113
02-Mar,1.050653377
DCLRE1C,0.926902614
IFIT3,0.995330573
TMEM233,1.157006323
NEK6,0.978503052
PEX13,0.945568662
GTF2H2D,0.927404804
CNFN,1.084703159
TDRD6,0.811091266
DUSP27,1.264401474
FHDC1,1.097106274
GRLF1,1.148701776
LUC7L2,0.974743916
TMEM132E,1.031690415
OASL,1.211205603
LY6E,1.010569547
MALT1,0.935367284
TSG101,0.959105887
PPP3CC,1.063500422
C1orf175,1.418982283
ZNF826,0.853231606
ARMC10,0.967539512
SLC35A4,1.007078525
ARHGEF19,1.067756051
OR2T8,1.060912334
SCN8A,1.172079704
SS18L1,1.008144492
COX8A,1.017012325
SERTAD3,0.945364084
GLIS3,1.119569875
ZNF791,0.898729627
LCMT1,0.902748672
SHOX,1.106975449
LPAR2,0.979081051
TMEM184C,0.943931152
DUOX2,0.919152109
IPO5,0.924195165
KCTD15,0.996353886
C2orf48,1.051214116
CR1,1.197891075
CCDC9,1.101326609
MAZ,0.980144242
FKRP,1.065614417
LRRC37A2,0.912376642
HNRNPF,1.069355946
PIN1,0.998963918
PDE2A,1.072000276
TYMS,1.027691509
EPHX1,1.046738658
NME7,0.898200302
ELF2,0.998430269
KLHDC8A,0.891073079
KLK1,0.633094494
D2HGDH,1.014639235
PGLYRP4,1.00939039
PRDX4,0.960122904
ELK4,0.955598545
RNF39,0.921549991
PTPN22,1.030845697
PLA2G2F,1.207464194
C6orf125,1.02208818
FBXL20,1.069628037
ZNF644,0.987139138
KLK11,1.030981
ZNF366,1.152283871
HEATR3,1.050230861
CELF6,1.055930418
KLK12,1.037410413
CXCR3,1.059852378
SUV39H1,0.968285382
CHD1L,0.968672508
CLCA1,1.005778719
SMAD5,0.905656736
SHISA3,1.060612286
C7orf45,0.970855139
PIK3C3,0.92637786
C8orf42,0.869242429
CD200,1.091181457
DDX19A,0.914348314
RNF7,0.98801336
ATP2A3,0.951634664
FNBP1L,1.167138758
ZP3,1.08995189
PUM2,0.958049068
AHCYL2,1.193929155
ITGA1,0.989357209
RRP15,0.965464258
XPNPEP2,1.252545054
RTKN,1.018928566
BAIAP2,1.011157463
TAF9,0.980011226
FXN,0.972914048
TSGA13,1.241296167
GCK,1.109396715
PNPLA3,1.196926428
CHST2,1.029557294
KLF7,1.235168289
LOC375190,1.038991178
ATF6B,1.148272782
CLCN2,1.021322356
SMAP1,0.99560853
BOLA1,0.97276092
SOX14,1.174836783
FCGR2C,0.975874884
WDR25,1.051492578
DLST,0.922224105
ERCC2,0.809823586
SFRS13B,0.99153572
GRSF1,1.069852691
APOD,1.006551987
RPS6KB2,1.080062557
GORAB,0.814474542
LGALS9B,1.042338663
SLC25A43,1.02864915
PARP4,0.903965326
PPFIA1,0.951208531
MRGPRG,0.892276767
ZMAT5,0.928402967
NARG2,0.935308185
MRPL36,1.004117038
INCA1,1.0879387
FAM159B,0.789622242
RALGDS,1.04623437
TMEM135,1.002225491
KLF9,1.006602019
CYP2B6,1.281110058
MITF,1.103999268
C9orf156,0.838320413
TUBB2A,0.991762671
TNFSF9,1.162229263
NECAB1,1.176044773
KRT81,1.273823228
CCL19,1.224354182
TBC1D17,1.054779762
SRPRB,0.941508331
FAM98B,0.927593769
MAFB,0.987536582
BAG3,1.067301755
AKAP13,0.89455209
C16orf57,1.009517761
CAD,1.108515597
RPS15,0.969237919
KPNA3,1.133171347
FAM128A,1.010030543
FGFBP2,1.002708465
SERINC4,1.308905573
C6orf191,1.040050922
UBR2,0.900960826
TM4SF5,0.965781268
C9orf30,0.962391634
SFRP4,0.972570878
RPF2,0.983864323
TMEM51,0.938855196
SAMD5,1.09752878
C17orf71,1.016318496
GAL3ST1,0.835265174
YIPF3,0.987935372
CLDN7,0.839624704
PITPNC1,0.930967003
GPR88,1.035743308
PTGS2,1.17357011
NHSL1,0.941373384
DIRAS3,0.880905759
NGFR,1.067553746
HSD11B1,0.97009426
MRPL27,0.978976195
CYR61,1.139201834
ZFYVE26,1.010784844
GRINL1A,0.966563105
S100P,1.133621385
MTHFSD,0.989920319
RPA4,1.023266016
TIGD7,0.982239438
C18orf56,0.964397248
ZNF518A,1.342133897
BUB3,1.002783044
SOHLH1,1.182412648
GABPB1,1.012093523
GPC3,0.929246417
CRHR1,1.163119495
TBP,1.058653927
EPS8L2,0.849040393
ROBO3,1.011478648
TNFAIP8L2,1.005762113
APRT,1.01001793
TMEM14C,0.992069878
ARSK,1.053879465
POLR1D,0.956058526
PI4K2B,0.850372796
CARS,1.051065808
RHOC,0.973286816
IGDCC3,1.101651503
MYL1,1.108224377
C10orf26,1.049491034
ZXDC,0.981748255
SMARCA1,0.926818412
BANK1,0.973697221
SLC30A10,0.91326863
PSG4,1.021694033
MYL3,1.103264936
TBC1D9B,1.001321354
TRNP1,0.876885867
C2orf68,0.958895792
PCDP1,0.711932088
HNRNPUL2,1.067900734
MESP1,0.972404442
AURKA,1.11910076
IMPA1,0.955845291
CALU,1.037027011
CYBASC3,1.220060029
KNCN,1.082356553
ANKRD42,0.939403123
ASCC3,0.968648421
DMBX1,1.135914087
USP12,1.011784175
DDX59,0.946057712
BIN1,1.035027697
RAD51C,0.988673893
BBX,0.844832273
CYTH3,0.99146465
HIBCH,0.904252292
GTPBP5,0.921030581
ALKBH1,0.934321038
ZRANB2,1.017478108
PCK2,0.947735716
SSTR5,1.181181258
TUBGCP5,0.970934537
DNAJC1,0.971473983
TRAPPC5,0.927538208
MRPL43,0.953605065
PI4KA,1.168783679
GGT5,0.992838508
ALDOB,0.53890938
MTO1,0.99750803
MYL12B,0.975573242
TMX3,0.995294619
BCL7C,0.957380416
MYO1B,0.897067738
C20orf141,0.989176068
STARD3,1.001139463
ITGA8,1.055133276
ZKSCAN5,0.972443337
COX7A2,0.990139673
CXCL1,0.926842016
PDCL,0.998983068
CRLF1,1.106653291
CEP63,1.001609068
MGMT,0.971391492
ITPA,0.972848578
MYLIP,0.945252168
ANKMY2,0.970090556
GCN1L1,0.936576268
ARHGAP5,0.965743716
BCL2L2,0.984793141
PLD1,0.983591577
NSA2,0.98578467
SCMH1,1.137146051
TRNT1,0.955354637
INPP4A,0.984669059
DCP2,0.951093784
DCAKD,1.12578937
LIMA1,0.95487976
UGT2B17,0.533334761
TMEM14E,1.007434201
C1D,0.894025237
RFX3,1.004855342
FBXL4,1.021533322
COL9A2,0.94639264
EIF2B4,1.035460844
SPRED3,1.013966983
TRIM49,1.097412057
DDX3X,1.014915344
PIGF,0.994548179
PCDHB2,1.029706356
VPS13C,0.943040418
WNT9B,1.27908416
DEFB128,1.129516812
GPR34,0.883105049
YTHDF2,0.984762892
SEMA3C,1.172363945
MT1X,0.977051471
TRIM34,0.973057385
HSF2,0.972485104
PAK6,0.967131653
HLA-E,1.012260022
BMI1,0.987569282
CAMKK1,1.045598065
SEC14L5,1.073929317
CTF1,0.982330269
ANKRD43,0.779543011
FOXP3,1.03025312
GPN1,0.957128849
PCCB,0.937097759
KIF2A,0.987668385
FAHD1,0.966884182
CPLX2,1.17420865
PNOC,1.122528561
JUP,1.015566498
MED19,0.995556619
RAB11FIP1,0.903573875
ASS1,1.107920695
CARD16,1.016869826
PRDX6,1.01264734
ADD3,0.984641314
AGAP1,1.097064278
UBE2A,0.975080799
HTATSF1,1.05243624
RFTN1,1.122743628
ELAC2,1.045317927
RABEPK,1.010417749
ADRA1A,1.07259435
TMED6,0.723094938
APCDD1,0.98171486
SNX20,1.096574366
C1orf227,1.014606984
ZNF552,0.923695554
FGF19,0.964512369
ARL17A,0.992867924
DDX43,0.986275624
GRPEL1,1.067909127
COMMD9,0.953518436
TNFRSF10B,1.049195581
SLC44A4,1.121633653
TANC1,1.024799507
KIAA0020,1.009453457
DIAPH2,0.986130816
CD37,1.039028454
PLD5,0.988688421
LMBRD2,0.887180493
PVR,0.913418113
SLC33A1,0.949789613
IL28RA,1.060344217
AIG1,0.979855256
OCRL,0.965773267
CALY,1.087732539
C2CD4C,1.030211249
TYW1,0.996779006
ACAP3,1.023295787
EFHC1,1.108042589
ABT1,0.995271507
CWC22,1.013662551
MIOS,0.979597257
MRPL39,1.014915136
HRASLS2,1.291415908
BAIAP2L2,1.005655085
EFCAB2,1.051919153
AVPI1,0.9722839
DCAF16,1.009424212
TM6SF1,0.91365854
GDNF,0.98676907
CILP,1.094142338
CBWD1,0.969069271
PLSCR1,0.957081476
PDCD10,0.950840734
SMAD4,0.951233248
SLC11A1,1.023805401
CCDC116,1.088850015
MCTP1,1.075612948
ESR1,1.104418957
SMCR7,0.967054402
ZNF780B,0.935776762
NCAPH2,0.99986011
BCL2,1.027164208
DEFA3,1.033909998
RFC4,1.028289397
C19orf77,0.777879344
USP21,0.977200998
PALMD,1.127295326
NFKBIL1,1.007483721
DBI,0.961363876
WDR83,0.920813162
ARCN1,0.980436681
LOC286238,0.951098849
PSMD2,0.960963887
FAM127B,0.99185782
CD163,1.051140422
CARS2,0.986595402
VPS52,0.9787711
SUMF1,0.933135557
NM_014212,1.369680928
CENPP,1.035167682
RNF183,0.832396572
RAB26,0.841806768
CDKN2AIPNL,0.968888155
ERICH1,0.899888388
DLK2,0.934571103
C16orf80,1.027241065
MTMR14,0.960052063
SMS,0.991930029
TNRC6B,1.02298806
RDM1,1.148484209
EIF4G3,0.965926854
MAP1D,1.018966253
CDC40,0.986070503
LDOC1L,0.984556607
PSMD12,0.998894296
SLC12A2,0.912937001
SCRN1,0.976490186
NUP210,0.978189364
WDR59,0.821723409
PARD3B,0.863375942
FGFR4,1.054937754
TUB,1.007215608
OR10P1,1.16027163
THAP8,1.01038538
GNLY,1.062436803
CCL2,0.94308667
CLECL1,1.103074052
NKX3-2,1.12755903
NFKB2,1.056239309
PABPC1L,0.963542231
NECAP1,0.953572091
YWHAZ,0.917380792
RNF182,1.004242271
C11orf58,0.963853937
STRADA,0.826006266
ZNF385A,1.029652908
PPP6C,0.955164118
NLRC4,0.993691146
NOSTRIN,0.878269775
HIC2,1.019089135
DEFB118,0.935528382
TMEM131,0.991964391
S100B,1.392476825
LZTS1,0.979414323
SLC7A7,1.170823434
DNAJC25,0.975553799
PDE9A,0.951842529
SLC7A4,1.160756758
MTF2,0.911173004
TH1L,0.91460635
CYP4F22,1.238209256
ZNF135,1.023385043
ALG5,0.86884431
CLN3,1.131611589
C19orf61,0.925572688
FOXI1,1.12490988
PPAPDC1B,0.94754899
CCPG1,0.901161402
MECR,1.114981525
AQP3,0.911091089
GABARAPL2,1.010283653
C8orf83,0.859811837
BDKRB1,1.050713065
ATP5J,0.974367119
FAM125A,1.000188042
TLR4,1.056461215
GRAMD3,1.025099634
TOMM40,1.010684445
ZNF26,0.889361984
CDCA4,1.001618962
KRTAP22-1,1.011502965
VPS11,0.980828768
PPM1N,1.106537257
STX4,0.977305658
UCHL3,0.969837264
CLIC6,0.798167984
LOC441294,0.896655795
AGT,0.872690465
YPEL1,0.879588476
EGFL6,1.05165767
EDN1,0.928466032
CACNB1,1.040235802
ZDHHC11,0.993625689
CCDC137,0.940816534
C13orf37,0.966794397
RBBP8,1.12416986
C2orf76,1.173940285
CCNA1,1.058568462
LUC7L3,0.986462101
SDCBP,1.000250772
TMEM219,0.997379796
EBPL,0.937199064
CNOT7,0.949153774
KIAA0368,0.933870906
FAM83B,0.787592624
NOL11,0.98063712
NOSIP,0.997777776
PREP,0.99834122
C1orf52,0.988799453
HNRNPD,0.971821926
YWHAQ,0.989954934
DHH,0.930020029
ULBP2,1.188190566
QRFPR,1.064830904
TDRD7,1.034437567
TFPI,1.018625052
TLR3,0.798858053
OPRD1,1.21923343
C10orf84,1.004232029
HMCN1,1.007233328
OSCP1,0.912047957
GRB14,0.865614824
RASGEF1B,0.915655618
VPS37A,1.009154653
EIF5B,0.96963973
ORC4L,1.022422863
UBN1,1.01779
NKTR,0.931429767
MANF,0.948286249
MFSD8,0.930136554
ENO3,1.107854099
KCTD11,0.995077482
CDK5RAP3,1.000116346
DDIT3,0.97204277
TOMM7,0.982201037
GDF1,1.085094709
HIST1H4H,1.03621252
WDR76,1.03066377
CHKA,0.849334743
ZNF138,1.015120125
ATXN7L1,0.9776096
ZNF229,1.000078336
CT62,1.171871748
C15orf62,0.982333761
PTPRU,0.950650609
FAM184A,0.932685154
HEATR6,0.897357705
SRR,0.857666715
MEGF9,0.952637121
CCL4,1.025764768
CEBPZ,0.982701272
UBASH3B,0.981193212
DIRAS2,0.591884705
CST11,1.112450477
TTC26,0.968801018
CHST10,1.096610581
TSEN2,1.007111688
APOB48R,0.906819063
CMTM8,0.956524929
SSH3,0.960475639
PIAS3,0.959070599
DCP1A,0.939834122
FIZ1,0.996503002
CCL13,1.25019034
IRF7,1.076130133
BTNL2,1.183687891
FAM81B,0.972435882
CDK2,1.024329164
TAOK3,0.938182132
ASPRV1,1.079113198
HERC6,0.884677167
SP140L,0.991654124
RNASE1,0.916626837
ABHD10,0.920033446
RASSF1,1.012471956
PFKP,1.01232792
S100A16,1.000594855
KPTN,1.016237899
TMPRSS3,0.977664634
PVRL1,0.979667114
WAC,0.934423054
INO80C,1.011860758
SART3,0.987839315
CDC42,0.985327608
USP7,0.98643647
DCX,1.049227711
C15orf56,0.71207052
C7orf47,1.008610236
RPL23,0.948142533
STAMBP,1.10788816
PCDHB12,0.929558812
ZCCHC11,1.000787335
PID1,1.005144784
CLEC12B,0.925340612
ACCN1,1.082383874
C7orf42,0.970969939
PPID,0.98831506
H6PD,0.961626248
PCDH9,1.054454304
NIPAL2,0.870819858
WDR1,0.979444499
TMEM80,1.007338053
ZFR,0.968033594
C4orf33,1.047896817
NPTX1,1.094409577
RNF128,0.840715559
FAM3B,0.673708992
RNASE4,1.020759871
STAG3L3,1.003288123
GABRP,1.160511521
FPGT,0.878481928
IMMT,1.002472608
MFSD1,0.940771434
GTF2H5,0.979844163
YPEL4,1.033273571
USP33,0.952634268
MIER3,0.997432259
EGR3,1.064878563
APEX1,0.935329371
LSM2,1.012640261
CYTL1,1.037141506
UNC50,0.977534498
NIP7,1.033544136
C19orf48,1.00702885
HPDL,1.107032833
FIS1,0.985256319
TMEM178,1.070084745
SP140,1.090813347
KLHL2,1.036971188
RPL39L,1.034544736
ZNF354A,1.015487782
HIST1H4C,0.872535147
PPP2CA,0.995031465
DOK1,1.009128964
DOCK7,0.94513243
SOCS4,0.908801203
RNF138,0.893023408
SNX18,1.020968368
C5orf39,1.078002668
PDLIM3,0.970208918
PUS3,0.93668342
MUC12,1.389638563
ZFYVE27,1.014305823
09-Sep,1.139810595
MINPP1,0.950719651
CD177,1.19823975
ITGA10,0.931606176
ARSH,1.026218917
CDADC1,1.023926987
C17orf53,1.080299176
ACE,1.018961295
PI16,1.175402127
SLC25A15,0.88507548
NUMBL,1.061656107
PIGB,1.004726426
PPIAL4A,1.010587477
ZNF154,0.964834167
SHBG,1.056918191
CDKL5,0.989880774
JAG2,0.971026874
GPD2,1.060058038
BTG3,1.006666717
KRTAP5-7,1.040176677
OR4D2,0.946208824
TMPRSS11B,1.227225868
RASIP1,1.116198682
RSU1,1.019882418
ATP6V1F,0.995759823
ASB13,1.016974877
SETD7,0.91060054
SUSD4,0.898226869
