Gene,fold_T_NM
FAAH,0.99062917
DMBX1,1.015111684
TEX38,0.999651506
CYP4B1,1.013875403
CYP4X1,0.991102972
CYP4Z1,0.993819472
CYP4A22,0.978005611
CMPK1,1.024726218
FOXE3,0.972167504
FOXD2,1.0121694
SLC5A9,0.932912073
RNU6-723P,0.972164102
RNU4-61P,0.980185629
ELAVL4,0.923899096
RNU6-1026P,0.966290486
CDKN2C,1.015875226
RNF11,1.014527973
RNU6-877P,0.982432963
OSBPL9,1.016136265
RN7SL290P,1.00562279
BTF3L4P2,1.01967935
ZFYVE9,0.95298662
RN7SL788P,0.998354864
PRPF38A,1.022982531
GPX7,1.032498598
SHISAL2A,0.989690155
RN7SL62P,1.005631093
ZYG11B,1.01839992
ZYG11A,0.999726755
SCP2,0.986272981
PODN,0.995002605
CPT2,0.977631942
DMRTB1,0.982825518
DIO1,1.000932866
LRRC42,1.046851856
TCEANC2,1.021348112
MRPL37,1.018944553
SSBP3-AS1,1.013543161
ACOT11,1.049382008
MROH7,1.021934683
TTC4,1.019961012
LEXM,0.996142584
TMEM61,0.985933972
BSND,1.004365388
PCSK9,1.004825382
RNU6-830P,0.990516163
PRKAA2,0.972629727
C8A,1.018466751
FGGY,0.98439511
HOOK1,0.913322187
NFIA,0.937992851
PATJ,1.033727162
RNU6-414P,1.004510776
RNU6-1177P,1.037167578
LAMTOR5P1,1.044752552
RN7SL180P,1.019253443
L1TD1,0.980403104
USP1,1.017912167
ANGPTL3,0.955154259
ATG4C,0.990837064
FOXD3,0.999900252
ALG6,1.014001735
EFCAB7,0.993178866
DLEU2L,0.967588561
PGM1,0.992290979
RN7SL130P,0.992472929
ROR1,0.970926707
UBE2U,0.926091208
CACHD1,0.927872475
RAVER2,0.964815587
AK4,1.09995859
DNAJC6,0.971725698
LEPR,1.024618175
PDE4B,1.05250837
SGIP1,1.207294584
TCTEX1D1,1.015616224
MIER1,1.041641759
IL23R,1.00909055
RNU6-586P,0.968923078
IL12RB2,0.920786153
RNU6-387P,0.968659419
RNU6-1031P,0.932496256
GADD45A,1.054414988
LRRC7,0.91722819
RN7SL538P,1.035019485
PIN1P1,0.99849325
SRSF11,1.000255196
HHLA3,0.991692653
CTH,0.886887532
FPGT,1.018344034
TNNI3K,0.992215654
TYW3,1.000925974
LHX8,0.992369117
RNU6-622P,0.953464312
ACADM,0.945616543
RABGGTB,1.039611463
MSH4,1.026449454
ST6GALNAC3,0.982472537
TPI1P1,1.100910358
RNU6-161P,0.98837528
ST6GALNAC5,1.052933581
AK5,1.073551468
RNA5SP20,0.980596361
RN7SL370P,1.006915689
MIGA1,1.003691735
NEXN,0.992089802
DNAJB4,0.954461443
GIPC2,0.897581778
PTGFR,0.9427827
IFI44L,1.19054598
IFI44,1.166583831
RN7SKP247,0.989635089
ADGRL2,1.009976871
PRKACB,1.018304284
SAMD13,1.032378277
DNASE2B,0.98776134
RPF1,1.023048254
SPATA1,0.956201247
WDR63,1.022213055
CCN1,1.003532994
CLCA2,1.019057289
CLCA1,1.044920738
CLCA4,1.036795051
CLCA3P,0.986264582
SH3GLB1,1.038159177
HS2ST1,1.044086465
LINC01140,1.002394867
LMO4,1.114042622
PKN2,1.02868578
RNU6-125P,1.033344685
GBP6,1.075587916
LRRC8B,0.976903899
LRRC8C,1.013507598
LRRC8D,0.997279337
ZNF326,0.998955765
SNORD3G,0.997111375
CDC7,1.075725076
HSP90B3P,1.0250836
BRDT,1.010213296
EPHX4,1.104025736
BTBD8,1.002470064
C1orf146,0.976342282
RPAP2,0.983840228
SNORA66,0.975619091
RPL5,1.020154487
RNU6-210P,0.96209589
RN7SKP123,0.995524559
MTF2,1.035498683
CCDC18,1.036993338
DR1,1.043125361
FNBP1L,1.024376957
RN7SL440P,0.983623224
GAPDHP46,1.008404996
ABCD3,0.993490204
SLC44A3,0.985404603
TMEM56-RWDD3,0.885698705
RWDD3,0.979807221
RNU1-130P,0.98048483
EEF1A1P11,0.990351332
RN7SL831P,1.015491416
PTBP2,1.014613031
SNX7,1.060367359
PLPPR4,0.996865787
PALMD,0.933079029
AGL,1.013274764
RNU6-750P,1.038949553
MFSD14A,1.024850592
TRMT13,0.992190037
RTCA,1.02161145
CDC14A,1.013356151
GPR88,0.994629088
VCAM1,1.024356868
SLC30A7,1.045691168
S1PR1,0.977544801
RNU6-352P,0.993660471
DNAJA1P5,1.016685028
RNPC3,0.969179355
AMY2B,0.884673771
PRMT6,0.981617973
NTNG1,0.959346999
NBPF4,0.993788143
FAM102B,1.065348801
PRPF38B,0.995216937
FNDC7,0.975988898
STXBP3,1.007582043
SPATA42,0.995730719
GPSM2,1.144456395
KIAA1324,0.770751749
SARS,1.001191168
CELSR2,0.992704534
SYPL2,0.973760681
ATXN7L2,0.994072818
CYB561D1,0.980592425
GPR61,1.002833292
GNAI3,1.029652026
GSTM4,0.969380738
GSTM2,0.946219445
GSTM1,0.973007457
GSTM5,0.977557775
CSF1,0.990441348
AHCYL1,0.98039513
STRIP1,1.033558493
UBL4B,0.980488371
SLC6A17,0.980647296
KCNC4,1.000225478
RBM15,1.030735261
PROK1,0.983090171
OR11I1P,0.999696981
CD53,1.071597542
RNA5SP54,0.968199477
CEPT1,1.018507216
CHI3L2,0.987676015
CHIAP2,1.021527172
CHIA,0.996584665
PIFO,0.96204362
ATP5PB,0.99624352
C1orf162,1.024490324
RAP1A,1.04485523
DDX20,1.000300376
CTTNBP2NL,1.109617675
WNT2B,0.990675387
CAPZA1,1.051940599
MOV10,1.037072185
TAFA3,1.011065736
NUTF2P4,1.02279616
AKR7A2P1,0.986563992
LRIG2,1.034016876
MAGI3,0.976238411
DCLRE1B,1.043247834
HIPK1,1.009134791
RNY1P13,0.998326862
SYCP1,0.983310143
TSHB,0.977173664
RN7SL420P,1.017631398
VANGL1,1.053731103
SLC22A15,1.070129563
MAB21L3,0.986473551
ATP1A1,0.983883789
C1orf137,0.992563146
CD2,1.022572401
PTGFRN,1.056638526
CD101,0.989054417
TTF2,1.04336383
MAN1A2,0.954477253
TENT5C,0.866264125
WDR3,1.034092817
HAO2,1.019704323
HSD3B2,0.984970686
HSD3BP2,1.027413169
HSD3BP1,0.997190158
HSD3B1,0.98112633
HSD3BP4,1.026917324
HSD3BP5,1.015533113
PHGDH,0.905222323
PFN1P9,1.025250967
FAM72B,1.088847156
HIST2H3DP1,1.057841147
HIST2H2BA,1.106347654
SRGAP2C,1.085451144
LINC00328-2P,1.005102272
NBPF8,1.016153432
RNU2-38P,0.958127949
SEC22B3,1.004900428
NBPF14,1.039205927
HJV,0.991246833
TXNIP,1.023288026
ANKRD34A,1.00696294
LIX1L,1.02891414
RBM8A,1.023325467
PEX11B,1.057022934
ITGA10,1.027244472
ANKRD35,1.033140223
PIAS3,1.103760663
RNF115,1.013897861
PDZK1P1,0.812543187
RNU1-151P,0.9934984
PDIA3P1,1.025810288
BCL9,1.020762146
RN7SL261P,1.020957847
GJA8,0.981689529
GPR89B,1.001180613
ABHD17A,1.005309674
RNA5SP536,0.990289987
RNU1-120P,0.997365125
RNVU1-3,1.034147879
PFN1P2,1.073716834
DRD5,0.983354475
LINC02591,1.036522495
FCGR1B,1.051814253
HIST2H2BD,1.057358161
HIST2H2AC,1.030763222
BOLA1,1.024533857
VPS45,1.039944907
PLEKHO1,1.028638296
RN7SL480P,0.963227735
RNU2-17P,1.017263553
CA14,1.007638905
C1orf54,1.097371044
CIART,1.011546424
MRPS21,1.031069542
PRPF3,1.033125977
RPRD2,1.00236121
TARS2,1.040500666
ECM1,1.154083743
ADAMTSL4,1.039784725
RNU6-1042P,0.988321794
CYCSP51,1.018827915
SETDB1,1.029942214
ANXA9,0.94670402
PRUNE1,1.010061445
BNIPL,0.977626948
MLLT11,1.049169617
GABPB2,1.026864697
TNFAIP8L2,0.995000913
SCNM1,1.069736209
PIP5K1A,1.044953228
PSMD4,1.056830463
ZNF687,1.014168172
PSMB4,1.039223514
CGN,1.117814597
TUFT1,1.13941874
SNX27,1.047322749
RNU6-1062P,1.05361919
RIIAD1,0.97870133
OAZ3,0.99343565
HMGN3P1,0.972649193
LCE5A,0.99990174
CRCT1,1.046152127
LCE3C,0.998962557
LCE3B,1.012189867
LCE2D,1.011103333
LCE2C,0.993355995
LCE2B,1.004311394
LCE2A,0.996880555
LCE4A,1.00029198
C1orf68,0.982645367
KPRP,1.002873147
LCE1F,0.994140962
LCE1E,1.014019912
LCE1D,1.001069536
LCE1B,0.974253838
LCE1A,1.003666283
SMCP,1.005832108
IVL,1.008780288
SPRR4,0.991470303
SPRR1A,1.11074288
SPRR3,1.194858092
SPRR1B,1.163827787
LELP1,1.004855266
LOR,1.003792507
RNU6-160P,0.972522696
S100A9,1.021343232
S100A7A,0.986304488
S100A1,1.000156006
CHTOP,1.014538494
SNAPIN,1.033375354
NPR1,0.952809176
INTS3,1.028854769
SLC27A3,1.003573912
CREB3L4,1.011067853
UBAP2L,1.050281195
HAX1,1.006286747
RNU6-239P,0.953943157
RNU6-121P,0.99029673
AQP10,0.961497284
ATP8B2,1.030589518
IL6R,0.975527036
TDRD10,0.972369252
CHRNB2,1.004930974
CKS1B,1.017654151
FLAD1,1.013380383
ZBTB7B,1.01558804
DCST1,1.009508207
ADAM15,1.058351311
EFNA4,1.065421358
EFNA3,1.035096865
EFNA1,1.131726917
SLC50A1,1.057072605
HMGN2P18,1.017620434
TRIM46,0.989851568
MTX1,1.030407149
HCN3,1.02058329
FDPS,1.073112802
RUSC1,1.041189591
RNU6-1297P,0.976460599
POU5F1P4,1.00994346
MSTO1,1.031485116
DAP3,1.036128916
SYT11,1.066523011
RXFP4,1.015740921
LAMTOR2,1.039612099
RAB25,1.162198989
LMNA,1.032795573
SEMA4A,0.982325197
SLC25A44,0.986257295
PMF1,1.018771874
BGLAP,0.98501067
TMEM79,1.026966515
TSACC,1.002027657
RHBG,0.98480402
TTC24,1.012342795
NAXE,1.023127965
HAPLN2,0.993777716
BCAN,0.982256981
RRNAD1,1.017188674
PRCC,1.029370199
NTRK1,0.993090331
PEAR1,0.994545365
LRRC71,0.999014882
MRPS21P2,1.011985298
KIRREL1,1.080784512
CD1D,1.014900202
CD1A,1.084895058
CD1C,1.013568716
CD1E,0.999188429
OR10K1,0.985132699
OR10R2,1.003835142
OR10R3P,0.988147318
OR10Z1,0.99122442
OR6K6,1.013449574
MNDA,1.037011413
PYHIN1,1.007892616
IFI16,1.096828325
CADM3,0.983173416
RNA5SP60,1.049172876
ACKR1,0.946593192
FCER1A,0.954584794
OR10J1,1.024565267
APCS,1.016264777
OR10J6P,1.002807894
DUSP23,1.007338108
FCRL6,0.999605454
SLAMF8,1.079243925
KCNJ9,0.980516861
ATP1A2,0.95371135
ATP1A4,1.012942487
CASQ1,1.014580367
PEA15,1.076927879
SUMO1P3,1.059457374
NCSTN,1.031571032
NHLH1,0.994439926
VANGL2,1.020495124
SLAMF7,1.06017305
LY9,1.002272886
KLHDC9,0.979024272
NIT1,1.019626467
UFC1,1.01096124
USP21,1.03184288
PPOX,1.015477205
NDUFS2,1.044091247
FCER1G,1.090346686
TOMM40L,1.030132441
PCP4L1,0.995167057
SDHC,1.026602228
FCGR2A,1.122340371
HSPA6,1.029535147
FCGR2C,1.105673228
FCGR2B,1.109342143
FCRLA,0.996692922
FCRLB,1.006992581
RN7SL466P,0.994642839
DUSP12,1.030284088
ATF6,1.000263191
NOS1AP,1.026463301
UHMK1,1.077152397
UAP1,0.982212791
DDR2,1.082924875
HSD17B7P2,1.032923159
RGS4,1.004794746
NUF2,1.199369565
RNA5SP63,1.015835926
RNU5F-6P,1.007561311
PBX1,0.924503002
RNU6-171P,0.912797409
LRRC52,1.005652689
MGST3,1.061952312
UCK2,1.052830875
RNA5SP64,0.970243446
FMO8P,1.039589465
FMO9P,0.989475745
POGK,1.049803371
MAEL,1.030960085
DUSP27,1.007491245
POU2F1,1.029945533
RCSD1,1.004274819
MPZL1,1.076235708
DCAF6,1.023889494
TIPRL,1.045531507
SFT2D2,1.089258358
TBX19,1.04888924
XCL1,1.032333556
ATP1B1,1.056320887
BLZF1,1.075555347
C1orf112,1.06862158
RN7SL333P,1.007571087
GORAB,1.034866736
PRRX1,1.114433582
MROH9,1.056910888
FMO3,1.017874859
FMO6P,1.026143111
FMO2,0.97373701
FMO1,0.997577981
FMO4,0.996124446
PRRC2C,1.042218284
EEF1AKNMT,1.027727849
DNM3,1.001337479
RNU6-157P,0.971289902
C1orf105,0.983657757
SUCO,0.972527543
FASLG,0.999421556
PRDX6,1.009811069
KLHL20,1.041345171
RN7SKP160,0.970578439
DARS2,1.04431491
ZBTB37,1.007100959
GPR52,1.033253276
RABGAP1L,0.999403539
TNN,1.018399928
LINC01657,1.004489471
PAPPA2,0.918144431
BRINP2,1.008913083
RASAL2,1.114728823
TEX35,1.003653124
C1orf220,1.014248183
RNA5SP69,0.949072644
RALGPS2,1.073369446
FAM20B,1.03785055
TOR3A,1.042784739
EIF4A1P11,1.006320301
SOAT1,0.977492047
AXDND1,0.997071512
RNU5F-2P,0.987460967
TDRD5,1.035961109
FAM163A,0.998449609
TOR1AIP1,1.007870848
RN7SL230P,0.994969629
CEP350,1.01940676
QSOX1,1.095059105
LHX4,0.992935188
VDAC1P4,1.08923185
XPR1,0.997828893
KIAA1614,0.998708176
MR1,1.101510132
IER5,1.013194157
LINC01699,1.003129864
CACNA1E,1.015758874
RNA5SP70,1.006773295
RNU6-152P,0.9854326
EIF1P3,1.011063837
LINC00272,1.002630838
RGSL1,0.99072867
NPL,1.069840079
DHX9,1.044423522
LAMC1,1.057758858
LAMC2,1.481263535
SMG7,1.051468314
RGL1,0.971619232
TSEN15,1.026127768
RN7SL654P,0.991709901
C1orf21,0.985792885
RNF2,1.031249935
SWT1,0.957593344
HMCN1,1.141124852
PRG4,1.014497768
ODR4,0.988864698
OCLM,0.980075407
PLA2G4A,1.091167064
ERVMER61-1,1.002665909
RGS18,0.990417555
RGS21,1.015624105
RGS1,1.126964308
RGS13,0.968979613
RGS2,0.923796203
RO60,1.035154202
CDC73,1.03436379
CFH,1.065457002
CFHR3,1.015546517
CFHR1,1.045618458
CFHR4,1.084949181
CFHR2,1.01685766
CFHR5,0.989574041
CRB1,0.992055982
C1orf53,0.984198609
LHX9,0.992886926
NEK7,1.076050466
PTPRC,1.037488318
RNU6-778P,0.95886772
NR5A2,0.774713942
RNU6-570P,0.721129388
CCNQP1,1.015974208
CAMSAP2,1.073094959
RPL34P6,0.97573013
GPR25,0.988415813
INAVA,1.098131136
IGFN1,0.9394437
PKP1,1.031887525
RPS10P7,0.997194417
NAV1,1.057917493
RNU6-501P,1.017835671
IPO9,1.029571598
TIMM17A,1.057915975
RPL10P4,0.99836001
RNPEP,1.038235671
ELF3,1.122192846
